Fecha, Calle, Tipo de Siniestro, Gravedad, Dia Semana, Hora, Departamento, Localidad, X, Y 
9/1/2015, SAN PEDRO, CAÍDA, LEVE, VIERNES, 19, CANELONES, PASO CARRASCO, 586715, 6141875 
14/4/2015, NO SE INGRESO, COLISIÓN ENTRE VEHÍCULOS, LEVE, MARTES, 12, COLONIA, NUEVA PALMIRA, 369935, 6251680 
19/6/2015, , COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, VIERNES, 12, COLONIA, LOS PINOS, 477500, 6189750 
7/4/2015, AVENIDA INGENIERO LUIS GIANNATTASIO, COLISIÓN CON OBSTÁCULO EN CALZADA, SIN LESIONADOS, MARTES, 19, CANELONES, SHANGRILA, 590995, 6143445 
2/1/2015, AVENIDA BOLIVIA, COLISIÓN ENTRE VEHÍCULOS, LEVE, VIERNES, 15, CANELONES, SIN DATOS, 570345, 6155100 
12/5/2015, DIECINUEVE DE ABRIL, COLISIÓN ENTRE VEHÍCULOS, LEVE, MARTES, 4, DURAZNO, DURAZNO, 544045, 6306700 
2/10/2015, AVENIDA GENERAL JOSE GERVASIO ARTIGAS, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, VIERNES, 16, CANELONES, SIN DATOS, 572090, 6156955 
28/7/2015, NO SE INGRESO, CAÍDA, LEVE, MARTES, 21, SAN JOSE, SIN DATOS, 500965, 6203360 
7/8/2015, GENERAL FLORES, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, VIERNES, 20, COLONIA, COLONIA DEL SACRAMENTO, 422295, 6185350 
20/11/2015, P. TUBORAS, COLISIÓN ENTRE VEHÍCULOS, LEVE, VIERNES, 20, DURAZNO, DURAZNO, 544515, 6306905 
1/5/2015, AVENIDA MANUEL J. RODRIGUEZ, COLISIÓN ENTRE VEHÍCULOS, LEVE, VIERNES, 23, SAN JOSE, SAN JOSE DE MAYO, 525710, 6200730 
13/2/2015, BERNABE RIVERA, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, VIERNES, 20, DURAZNO, DURAZNO, 544680, 6304815 
13/3/2015, GENERAL FLORES, ATROPELLO DE PEATÓN, LEVE, VIERNES, 18, COLONIA, COLONIA DEL SACRAMENTO, 422400, 6185355 
4/12/2015, DOCTOR JULIAN BENGOA, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, VIERNES, 18, SAN JOSE, SAN JOSE DE MAYO, 526340, 6200350 
20/2/2015, JOSE PEDRO VARELA, COLISIÓN ENTRE VEHÍCULOS, LEVE, VIERNES, 18, COLONIA, COLONIA DEL SACRAMENTO, 422995, 6186000 
29/5/2015, GONZALEZ MORENO, COLISIÓN ENTRE VEHÍCULOS, GRAVE, VIERNES, 8, COLONIA, COLONIA DEL SACRAMENTO, 422760, 6187040 
19/6/2015, , COLISIÓN ENTRE VEHÍCULOS, LEVE, VIERNES, 21, CANELONES, SAN JOSE DE CARRASCO, 590360, 6144770 
15/5/2015, SARANDI, COLISIÓN ENTRE VEHÍCULOS, GRAVE, VIERNES, 18, FLORES, TRINIDAD, 509145, 6291805 
5/6/2015, AVENIDA GENERAL JOSE GERVASIO ARTIGAS, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, VIERNES, 19, CANELONES, SIN DATOS, 571680, 6156945 
10/4/2015, ZORRILLA DE SAN MARTIN --PASO CARRASCO--, DESPISTE, SIN LESIONADOS, VIERNES, 12, CANELONES, PASO CARRASCO, 586615, 6142975 
17/7/2015, AVENIDA PINARES Y CALLE 50, DESPISTE, LEVE, VIERNES, 19, CANELONES, ATLANTIDA, 613820, 6152335 
3/4/2015, , COLISIÓN ENTRE VEHÍCULOS, GRAVE, VIERNES, 12, CANELONES, CANELONES, 564475, 6179565 
14/8/2015, RUTA OCHO, ATROPELLO DE PEATÓN, LEVE, VIERNES, 10, CANELONES, BARROS BLANCOS, 589935, 6152790 
29/5/2015, AVENIDA INGENIERO LUIS GIANNATTASIO, COLISIÓN ENTRE VEHÍCULOS, LEVE, VIERNES, 9, CANELONES, SHANGRILA, 590995, 6143445 
4/12/2015, CALLE C ENTRE 4 Y 5 , CAÍDA, LEVE, VIERNES, 9, CANELONES, PARQUE DEL PLATA, 616565, 6152250 
19/6/2015, , COLISIÓN ENTRE VEHÍCULOS, LEVE, VIERNES, 20, CANELONES, SAN JOSE DE CARRASCO, 590440, 6145115 
2/10/2015, FLORENCIO SANCHEZ, COLISIÓN ENTRE VEHÍCULOS, LEVE, VIERNES, 20, CANELONES, CANELONES, 566080, 6179520 
17/7/2015, NO SE INGRESO, ATROPELLO DE ANIMALES, SIN LESIONADOS, VIERNES, 19, FLORIDA, SIN DATOS, 597645, 6207535 
18/12/2015, ELIAS REGULES esq. TORRES GARCIA, ATROPELLO DE PEATÓN, FATAL, VIERNES, 8, CANELONES, SIN DATOS, 571935, 6158350 
8/5/2015, NO SE INGRESO, COLISIÓN ENTRE VEHÍCULOS, LEVE, VIERNES, 21, CANELONES, SIN DATOS, 605550, 6173460 
22/5/2015, AVENIDA JOSE PEDRO VARELA, COLISIÓN ENTRE VEHÍCULOS, LEVE, VIERNES, 23, SAN JOSE, SAN JOSE DE MAYO, 525710, 6200730 
8/5/2015, CALLE 41 CASI CALLE 38, DESPISTE, LEVE, VIERNES, 17, CANELONES, PARQUE DEL PLATA, 618275, 6154660 
4/12/2015, GENERAL FRUCTUOSO RIVERA, COLISIÓN ENTRE VEHÍCULOS, LEVE, VIERNES, 14, FLORIDA, FLORIDA, 572430, 6226880 
4/9/2015, DIECIOCHO DE JULIO, CAÍDA, LEVE, VIERNES, 14, SAN JOSE, SAN JOSE DE MAYO, 525390, 6199980 
16/10/2015, RUTA CIENTODOS, CAÍDA, LEVE, VIERNES, 20, CANELONES, COLONIA NICOLICH, 590705, 6146510 
4/3/2015, CALLE 28, COLISIÓN ENTRE VEHÍCULOS, LEVE, MIÉRCOLES, 22, SORIANO, JOSE ENRIQUE RODO, 451945, 6270855 
30/10/2015, , COLISIÓN ENTRE VEHÍCULOS, LEVE, VIERNES, 18, FLORIDA, SIN DATOS, 565720, 6232610 
17/7/2015, NO SE INGRESO, COLISIÓN ENTRE VEHÍCULOS, LEVE, VIERNES, 17, CANELONES, SIN DATOS, 595680, 6191360 
3/7/2015, GENERAL ARTIGAS, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, VIERNES, 18, CANELONES, SIN DATOS, 571040, 6153860 
23/10/2015, WILSON FERREIRA ALDUNATE, COLISIÓN ENTRE VEHÍCULOS, LEVE, VIERNES, 14, CANELONES, SIN DATOS, 571150, 6157240 
17/4/2015, INES DURAN, CAÍDA, LEVE, VIERNES, 17, FLORES, TRINIDAD, 508645, 6291830 
9/1/2015, DOCTOR LUIS BATLLE BERRES, COLISIÓN ENTRE VEHÍCULOS, LEVE, VIERNES, 10, CANELONES, SIN DATOS, 570720, 6157035 
13/2/2015, , COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, VIERNES, 19, FLORIDA, FLORIDA, 571900, 6227980 
25/12/2015, CALLE 60, DESPISTE, LEVE, VIERNES, 1, FLORIDA, SIN DATOS, 570105, 6227055 
6/3/2015, , ATROPELLO DE ANIMALES, LEVE, VIERNES, 22, CANELONES, PARQUE DEL PLATA, 618615, 6154165 
8/5/2015, ZORRILLA DE SAN MARTIN, COLISIÓN ENTRE VEHÍCULOS, LEVE, VIERNES, 17, DURAZNO, DURAZNO, 543980, 6305920 
12/6/2015, GENERAL BELGRANO, ATROPELLO DE PEATÓN, LEVE, VIERNES, 18, COLONIA, CARMELO, 381360, 6236470 
20/3/2015, DOCTOR O. GONZALEZ, CAÍDA, LEVE, VIERNES, 17, FLORIDA, FLORIDA, 573210, 6226095 
8/5/2015, SAN MIGUEL, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, VIERNES, 14, CANELONES, SAUCE, 585780, 6165290 
3/7/2015, VENEZUELA, ATROPELLO DE PEATÓN, SIN LESIONADOS, VIERNES, 11, CANELONES, SANTA LUCIA, 556375, 6187080 
