Fecha, Calle, Tipo de Siniestro, Gravedad, Dia Semana, Hora, Departamento, Localidad, X, Y 
11/7/2017, P. MONTAGNE, COLISIÓN ENTRE VEHÍCULOS, LEVE, MARTES, 9, SAN JOSE, SAN JOSE DE MAYO, 525820, 6200045 
13/12/2017, NO SE INGRESO, COLISIÓN ENTRE VEHÍCULOS, LEVE, MIÉRCOLES, 19, SAN JOSE, SIN DATOS, 521955, 6183440 
14/12/2017, DIECINUEVE DE ABRIL, COLISIÓN ENTRE VEHÍCULOS, LEVE, JUEVES, 8, COLONIA, CARMELO, 381400, 6237090 
13/7/2017, GENERAL FLORES, ATROPELLO DE PEATÓN, LEVE, JUEVES, 17, FLORIDA, FLORIDA, 572020, 6225875 
6/7/2017, INDEPENDENCIA, COLISIÓN ENTRE VEHÍCULOS, LEVE, JUEVES, 1, FLORIDA, FLORIDA, 572570, 6226450 
5/10/2017, PARALELA A RUTA INTERBALNEARIA, COLISIÓN ENTRE VEHÍCULOS, LEVE, JUEVES, 15, CANELONES, SIN DATOS, 615055, 6152630 
16/3/2017, ANTILLAS, ATROPELLO DE ANIMALES, SIN LESIONADOS, JUEVES, 18, SAN JOSE, SIN DATOS, 558590, 6152680 
21/9/2017, AV. GIANATTASIO ESQ. BUENOS AIRES, COLISIÓN ENTRE VEHÍCULOS, LEVE, JUEVES, 19, CANELONES, SAN JOSE DE CARRASCO, 592435, 6144275 
21/9/2017, WILSON FERREIRA ALDUNATE, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, JUEVES, 11, SORIANO, MERCEDES, 403205, 6320390 
14/9/2017,  CARLOS  CLAUZOLLES, COLISIÓN ENTRE VEHÍCULOS, LEVE, JUEVES, 18, SAN JOSE, LIBERTAD, 534560, 6167320 
14/12/2017,  PRESBITERO MEREGGI, CAÍDA, LEVE, JUEVES, 19, SAN JOSE, RODRIGUEZ, 542270, 6195995 
13/7/2017, DOCTOR EMILIO FRUGONI, CAÍDA, LEVE, JUEVES, 16, COLONIA, COLONIA DEL SACRAMENTO, 423440, 6186970 
27/9/2017, NO SE INGRESO, DESPISTE, LEVE, MIÉRCOLES, 14, SAN JOSE, SIN DATOS, 548395, 6157590 
7/12/2017, NO SE INGRESO, DESPISTE, SIN LESIONADOS, JUEVES, 6, CANELONES, SIN DATOS, 635190, 6149620 
22/2/2017, DIECIOCHO DE JULIO, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, MIÉRCOLES, 20, COLONIA, COLONIA DEL SACRAMENTO, 422510, 6185250 
7/9/2017, ANTONIO J. CAORSI, CAÍDA, GRAVE, JUEVES, 19, FLORES, TRINIDAD, 509370, 6289620 
13/7/2017, NO SE INGRESO, DESPISTE, LEVE, JUEVES, 18, FLORIDA, SIN DATOS, 578885, 6274470 
14/9/2017, FERNANDO CARBALLO, CAÍDA, LEVE, JUEVES, 14, COLONIA, COLONIA DEL SACRAMENTO, 424980, 6187025 
19/1/2017, 4 DE OCTUBRE , COLISIÓN ENTRE VEHÍCULOS, GRAVE, JUEVES, 23, SAN JOSE, SIN DATOS, 553555, 6191495 
9/2/2017, RUTA 102 Y 101, CAÍDA, LEVE, JUEVES, 19, CANELONES, COLONIA NICOLICH, 590650, 6146415 
