Fecha, Calle, Tipo de Siniestro, Gravedad, Dia Semana, Hora, Departamento, Localidad, X, Y 
7/1/2016,, DOCTOR PUGNALINI, CAÍDA, LEVE, VIERNES, 20, TACUAREMBO, TACUAREMBO, 597560, 6490705 
1/27/2016,, RUTA 3 KM 488, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, MIÉRCOLES, 12, SALTO, SALTO, 413155, 6525870 
9/7/2016,, SALTO, CAÍDA, LEVE, MIÉRCOLES, 9, PAYSANDU, PAYSANDU, 397070, 6425120 
7/20/2016,, DAMASO ANTONIO LARRAÑAGA, CAÍDA, LEVE, MIÉRCOLES, 9, SALTO, SALTO, 408160, 6526660 
8/24/2016,, , COLISIÓN ENTRE VEHÍCULOS, LEVE, MIÉRCOLES, 17, TACUAREMBO, LAS TOSCAS, 687800, 6437125 
6/17/2016,, SARANDI, COLISIÓN ENTRE VEHÍCULOS, LEVE, VIERNES, 16, PAYSANDU, PAYSANDU, 399555, 6423520 
11/18/2016,, AVENIDA MANUEL ORIBE, CAÍDA, LEVE, VIERNES, 0, SALTO, SALTO, 413670, 6527065 
3/11/2016,, GUAYABOS, COLISIÓN ENTRE VEHÍCULOS, LEVE, VIERNES, 19, PAYSANDU, PAYSANDU, 398700, 6423420 
10/14/2016,, AGRACIADA, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, VIERNES, 9, SALTO, SALTO, 409040, 6527310 
2/18/2016,,  FLORIDA, COLISIÓN ENTRE VEHÍCULOS, LEVE, JUEVES, 21, RIVERA, RIVERA, 638090, 6582585 
1/28/2016,, SALTO, CAÍDA, LEVE, JUEVES, 10, PAYSANDU, PAYSANDU, 398165, 6424950 
3/11/2016,, ZORRILLA DE SAN MARTIN, COLISIÓN ENTRE VEHÍCULOS, LEVE, VIERNES, 10, PAYSANDU, PAYSANDU, 398500, 6425760 
9/7/2016,, COLON, CAÍDA, LEVE, MIÉRCOLES, 10, PAYSANDU, PAYSANDU, 397975, 6423345 
9/9/2016,, AVENIDA BRASIL, ATROPELLO DE PEATÓN, GRAVE, VIERNES, 10, RIVERA, RIVERA, 639075, 6580390 
2/3/2016,, DIECIOCHO DE JULIO, COLISIÓN ENTRE VEHÍCULOS, LEVE, MIÉRCOLES, 19, RIO NEGRO, FRAY BENTOS, 379100, 6333555 
4/20/2016,, BOULEVARD GENERAL JOSE G. ARTIGAS, ATROPELLO DE PEATÓN, LEVE, MIÉRCOLES, 5, PAYSANDU, PAYSANDU, 399030, 6422400 
5/25/2016,, Caminos Internos de la Colonia Tomás Berreta, ATROPELLO DE ANIMALES, FATAL, MIÉRCOLES, 7, RIO NEGRO, SIN DATOS, 380755, 6325200 
2/19/2016,, GENERAL FLORES, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, VIERNES, 10, TACUAREMBO, TACUAREMBO, 596910, 6491080 
11/17/2016,, RINCON, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, JUEVES, 17, SALTO, SALTO, 408465, 6526875 
10/6/2016,, ITUZAINGO, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, JUEVES, 15, TACUAREMBO, TACUAREMBO, 596920, 6490660 
4/1/2016,, SALTO, COLISIÓN ENTRE VEHÍCULOS, LEVE, VIERNES, 19, PAYSANDU, GUICHON, 481705, 6420125 
1/1/2016,, 1441, ATROPELLO DE ANIMALES, LEVE, VIERNES, 1, TACUAREMBO, TACUAREMBO, 594710, 6490350 
5/5/2016,, GENERAL JOSE G. ARTIGAS, ATROPELLO DE PEATÓN, LEVE, JUEVES, 0, PAYSANDU, PAYSANDU, 397735, 6423285 
9/23/2016,, DOCTOR E. SOCA, COLISIÓN ENTRE VEHÍCULOS, LEVE, VIERNES, 21, SALTO, SALTO, 408520, 6528205 
6/17/2016,, SEIS DE ABRIL, COLISIÓN ENTRE VEHÍCULOS, LEVE, VIERNES, 17, PAYSANDU, PAYSANDU, 399515, 6423225 
5/26/2016,, RUTA 4, DESPISTE, GRAVE, JUEVES, 20, ARTIGAS, SIN DATOS, 529900, 6599570 
6/17/2016,, BOHANES, CAÍDA, LEVE, VIERNES, 6, RIO NEGRO, FRAY BENTOS, 379430, 6333060 
8/11/2016,, AVENIDA MANUEL ORIBE, COLISIÓN ENTRE VEHÍCULOS, LEVE, JUEVES, 18, RIVERA, RIVERA, 640040, 6579415 
11/3/2016,, DANIEL FERNANDEZ CRESPO, COLISIÓN ENTRE VEHÍCULOS, LEVE, JUEVES, 17, RIVERA, RIVERA, 640010, 6580165 
10/19/2016,, AVENIDA DIECIOCHO DE JULIO, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, MIÉRCOLES, 3, PAYSANDU, PAYSANDU, 398210, 6423870 
9/7/2016,, JOAQUIN SUAREZ, COLISIÓN ENTRE VEHÍCULOS, GRAVE, MIÉRCOLES, 20, RIVERA, RIVERA, 639395, 6579950 
12/30/2016,, CERRITO, ATROPELLO DE PEATÓN, GRAVE, VIERNES, 20, PAYSANDU, PAYSANDU, 398850, 6425510 
7/1/2016,, JOSE PEDRO VARELA, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, VIERNES, 17, TACUAREMBO, TACUAREMBO, 596915, 6490800 
6/10/2016,, C. CATALOGNE, COLISIÓN ENTRE VEHÍCULOS, LEVE, VIERNES, 13, TACUAREMBO, TACUAREMBO, 596015, 6490425 
10/28/2016,, RUTA PANORAMICA, DESPISTE, SIN LESIONADOS, VIERNES, 8, RIO NEGRO, SIN DATOS, 374150, 6331860 
9/22/2016,, OPORTO, COLISIÓN ENTRE VEHÍCULOS, LEVE, JUEVES, 14, SALTO, SALTO, 406125, 6525460 
5/12/2016,, BRASIL, DESPISTE, LEVE, JUEVES, 12, ARTIGAS, ARTIGAS, 551795, 6634450 
12/23/2016,, DIECINUEVE DE ABRIL, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, VIERNES, 22, PAYSANDU, PAYSANDU, 397945, 6423790 
11/11/2016,, COLON, COLISIÓN ENTRE VEHÍCULOS, LEVE, VIERNES, 14, PAYSANDU, PAYSANDU, 398130, 6423325 
4/21/2016,, DOCTOR JOSE VEROCAY, COLISIÓN ENTRE VEHÍCULOS, LEVE, JUEVES, 19, PAYSANDU, PAYSANDU, 399115, 6424265 
11/24/2016,, RUTA 26 km. 346.500, COLISIÓN ENTRE VEHÍCULOS, FATAL, JUEVES, 20, TACUAREMBO, SIN DATOS, 686650, 6439955 
8/26/2016,, AVENIDA BRASIL, COLISIÓN ENTRE VEHÍCULOS, LEVE, VIERNES, 10, RIVERA, RIVERA, 638725, 6580615 
10/6/2016,, AVENIDA SARANDI, COLISIÓN ENTRE VEHÍCULOS, LEVE, JUEVES, 15, SALTO, SALTO, 408030, 6526680 
2/4/2016,, GENERAL FRUCTUOSO RIVERA, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, JUEVES, 15, RIO NEGRO, FRAY BENTOS, 378525, 6334430 
11/3/2016,, COLON, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, JUEVES, 13, PAYSANDU, PAYSANDU, 398265, 6423305 
7/8/2016,, PRESIDENTE VIERA, CAÍDA, LEVE, VIERNES, 10, RIVERA, RIVERA, 639485, 6579530 
1/13/2016,, AVENIDA GOBERNADOR DE VIANA, COLISIÓN ENTRE VEHÍCULOS, LEVE, MIÉRCOLES, 17, SALTO, SALTO, 409875, 6524875 
12/1/2016,, PRESIDENTE VIERA, COLISIÓN ENTRE VEHÍCULOS, GRAVE, JUEVES, 12, RIVERA, RIVERA, 639495, 6579520 
5/5/2016,, GENERAL JOSE G. ARTIGAS, COLISIÓN ENTRE VEHÍCULOS, LEVE, JUEVES, 23, SALTO, SALTO, 408725, 6526840 
8/18/2016,, AVENIDA C. HARRIAGUE DE CASTAÑOS, DESPISTE, LEVE, JUEVES, 0, SALTO, SALTO, 406665, 6525930 
2/4/2016,, AVENIDA SORIANO, COLISIÓN ENTRE VEHÍCULOS, LEVE, JUEVES, 13, PAYSANDU, PAYSANDU, 398440, 6422855 
5/19/2016,, , ATROPELLO DE ANIMALES, SIN LESIONADOS, JUEVES, 5, ARTIGAS, SIN DATOS, 554335, 6625195 
3/24/2016,, AV. ITALIA Y E. BOUCHACOURT, COLISIÓN ENTRE VEHÍCULOS, LEVE, JUEVES, 22, RIVERA, RIVERA, 638780, 6579565 
9/15/2016,, DR. ROLDAN Y J.C. HENDERSON, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, JUEVES, 18, PAYSANDU, PAYSANDU, 398210, 6425175 
8/11/2016,, ZORRILLA DE SAN MARTIN, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, JUEVES, 18, PAYSANDU, PAYSANDU, 398225, 6423955 
10/19/2016,, DOCTOR IVO FERREIRA, COLISIÓN ENTRE VEHÍCULOS, LEVE, MIÉRCOLES, 8, TACUAREMBO, TACUAREMBO, 596210, 6490920 
8/11/2016,, VEINTICINCO DE AGOSTO, COLISIÓN ENTRE VEHÍCULOS, LEVE, JUEVES, 13, SALTO, SALTO, 408695, 6526585 
4/14/2016,, BALTASAR BRUM, COLISIÓN ENTRE VEHÍCULOS, LEVE, JUEVES, 19, TACUAREMBO, PASO DE LOS TOROS, 545525, 6370025 
3/24/2016,, GENERAL JOSE G. ARTIGAS, COLISIÓN ENTRE VEHÍCULOS, LEVE, JUEVES, 17, RIO NEGRO, YOUNG, 440505, 6381945 
7/28/2016,, NO SE INGRESO, DESPISTE, SIN LESIONADOS, JUEVES, 3, TACUAREMBO, SIN DATOS, 647505, 6467925 
2/25/2016,, AMORIN, COLISIÓN ENTRE VEHÍCULOS, LEVE, JUEVES, 0, SALTO, SALTO, 408120, 6527295 
8/11/2016,, NO SE INGRESO, CAÍDA, GRAVE, JUEVES, 15, RIVERA, SIN DATOS, 666045, 6479240 
1/28/2016,, GENERAL FLORES, COLISIÓN ENTRE VEHÍCULOS, LEVE, JUEVES, 22, ARTIGAS, ARTIGAS, 551200, 6635915 
4/28/2016,, PRESIDENTE VIERA, COLISIÓN ENTRE VEHÍCULOS, LEVE, JUEVES, 11, RIVERA, RIVERA, 639485, 6579530 
8/25/2016,, WILSON FERREIRA ALDUNATE, DESPISTE, LEVE, JUEVES, 9, ARTIGAS, ARTIGAS, 551250, 6635460 
5/19/2016,, DOCTOR LUIS ALBERTO DE HERRERA, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, JUEVES, 19, SALTO, SALTO, 408935, 6527440 
7/7/2016,, CERRITO, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, JUEVES, 21, PAYSANDU, PAYSANDU, 398850, 6425510 
6/30/2016,, SETEMBRINO PEREDA, DESPISTE, LEVE, JUEVES, 13, PAYSANDU, PAYSANDU, 397635, 6423840 
5/5/2016,, MONTE CASEROS, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, JUEVES, 17, PAYSANDU, PAYSANDU, 398155, 6422410 
10/13/2016,, BOULEVARD GENERAL JOSE G. ARTIGAS, COLISIÓN ENTRE VEHÍCULOS, LEVE, JUEVES, 15, PAYSANDU, PAYSANDU, 399155, 6423360 
7/7/2016,, KM 473 DE LA RUTA 3. FRENTE A ESCUELA N° 34, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, JUEVES, 19, SALTO, TERMAS DEL DAYMAN, 413245, 6520080 
1/14/2016,, GRITO DE ASENCIO, COLISIÓN ENTRE VEHÍCULOS, LEVE, JUEVES, 7, PAYSANDU, PAYSANDU, 399985, 6425350 
4/7/2016,, DIECINUEVE DE ABRIL, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, JUEVES, 17, SALTO, SALTO, 407995, 6527310 
5/26/2016,, VEINTICINCO DE MAYO, CAÍDA, LEVE, JUEVES, 7, TACUAREMBO, TACUAREMBO, 596835, 6491290 
7/28/2016,, CAMINO SAUZAL Y MIGUEL BARREIRO, ATROPELLO DE PEATÓN, LEVE, JUEVES, 12, RIVERA, SANTA TERESA, 635940, 6578175 
10/12/2016,, BRASIL, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, MIÉRCOLES, 10, SALTO, SALTO, 409150, 6527070 
4/28/2016,, TOMAS BERRETA, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, JUEVES, 9, ARTIGAS, ARTIGAS, 550760, 6635900 
12/29/2016,, NO SE INGRESO, COLISIÓN ENTRE VEHÍCULOS, LEVE, JUEVES, 12, PAYSANDU, NUEVO PAYSANDU, 398520, 6429490 
11/17/2016,, AMARO F. RAMOS, COLISIÓN ENTRE VEHÍCULOS, LEVE, JUEVES, 17, ARTIGAS, ARTIGAS, 551670, 6636880 
10/27/2016,, AVENIDA VIERA, COLISIÓN ENTRE VEHÍCULOS, LEVE, JUEVES, 13, SALTO, SIN DATOS, 408895, 6529245 
3/10/2016,, GENERAL JUAN ANTONIO LAVALLEJA, COLISIÓN ENTRE VEHÍCULOS, LEVE, JUEVES, 7, ARTIGAS, ARTIGAS, 551630, 6636225 
8/18/2016,, APARICIO SARAVIA, ATROPELLO DE PEATÓN, LEVE, JUEVES, 17, RIVERA, RIVERA, 637135, 6581270 
12/1/2016,, SOLIS, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, JUEVES, 11, SALTO, SALTO, 407240, 6525880 
12/15/2016,, SARANDI, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, JUEVES, 17, TACUAREMBO, TACUAREMBO, 596345, 6491065 
10/20/2016,, NO SE INGRESO, DESPISTE, SIN LESIONADOS, JUEVES, 8, PAYSANDU, SIN DATOS, 411430, 6444310 
4/14/2016,, AVENIDA ESPAÑA, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, JUEVES, 19, PAYSANDU, PAYSANDU, 399055, 6423770 
8/11/2016,, JOSE PEDRO VARELA, COLISIÓN ENTRE VEHÍCULOS, LEVE, JUEVES, 16, SALTO, SALTO, 408425, 6526620 
6/16/2016,, AVENIDA BLANDENGUES, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, JUEVES, 9, SALTO, SALTO, 410115, 6527325 
3/10/2016,, BOULEVARD GENERAL JOSE G. ARTIGAS, COLISIÓN ENTRE VEHÍCULOS, LEVE, JUEVES, 8, PAYSANDU, PAYSANDU, 399170, 6423465 
6/23/2016,, FLORENCIO SANCHEZ, ATROPELLO DE PEATÓN, LEVE, JUEVES, 10, RIVERA, RIVERA, 639475, 6580260 
10/27/2016,, DOCTOR RAFAEL PAZOS, COLISIÓN ENTRE VEHÍCULOS, GRAVE, JUEVES, 11, PAYSANDU, GUICHON, 481050, 6420275 
10/6/2016,, , ATROPELLO DE PEATÓN, LEVE, JUEVES, 18, SALTO, BIASSINI, 488500, 6539450 
2/25/2016,, NO SE INGRESO, CAÍDA, SIN LESIONADOS, JUEVES, 15, SALTO, SIN DATOS, 485480, 6537905 
6/9/2016,, NO SE INGRESO, DESPISTE, SIN LESIONADOS, JUEVES, 3, PAYSANDU, SIN DATOS, 540875, 6472165 
12/1/2016,, JOSE PEDRO VARELA, COLISIÓN ENTRE VEHÍCULOS, LEVE, JUEVES, 0, SALTO, SALTO, 408565, 6526600 
11/24/2016,, REPUBLICA ARGENTINA, CAÍDA, LEVE, JUEVES, 12, PAYSANDU, PAYSANDU, 399760, 6423595 
1/28/2016,, DOCTOR JOSE VEROCAY, ATROPELLO DE ANIMALES, GRAVE, JUEVES, 20, PAYSANDU, PAYSANDU, 399190, 6425045 
6/30/2016,, GENERAL JOSE G. ARTIGAS, COLISIÓN ENTRE VEHÍCULOS, LEVE, JUEVES, 5, TACUAREMBO, TACUAREMBO, 596555, 6491140 
7/7/2016,, AVENIDA DIECIOCHO DE JULIO, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, JUEVES, 20, PAYSANDU, PAYSANDU, 398330, 6423855 
11/2/2016,, RUTA 5 km. 261, DESPISTE, FATAL, MIÉRCOLES, 18, TACUAREMBO, SIN DATOS, 546595, 6380045 
5/19/2016,, CARLOS MARIA PERICHON, COLISIÓN ENTRE VEHÍCULOS, LEVE, JUEVES, 17, ARTIGAS, ARTIGAS, 551820, 6634950 
6/23/2016,, GREGORIO SANABRIA, COLISIÓN ENTRE VEHÍCULOS, GRAVE, JUEVES, 17, RIVERA, RIVERA, 637810, 6583000 
10/13/2016,, GENERAL JOSE G. ARTIGAS, COLISIÓN ENTRE VEHÍCULOS, LEVE, JUEVES, 15, PAYSANDU, PAYSANDU, 398475, 6423185 
6/30/2016,, DIECIOCHO DE JULIO, COLISIÓN ENTRE VEHÍCULOS, LEVE, JUEVES, 15, TACUAREMBO, TACUAREMBO, 596500, 6490790 
3/24/2016,, CALLE 2, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, JUEVES, 10, SALTO, SALTO, 409360, 6529040 
6/9/2016,, BALDOMIRO VIDAL, CAÍDA, LEVE, JUEVES, 5, PAYSANDU, PAYSANDU, 397290, 6425555 
9/8/2016,, WILSON FERREIRA ALDUNATE, COLISIÓN ENTRE VEHÍCULOS, GRAVE, JUEVES, 12, ARTIGAS, ARTIGAS, 551480, 6635255 
10/27/2016,, GRITO DE ASENCIO, COLISIÓN ENTRE VEHÍCULOS, LEVE, JUEVES, 8, SALTO, SALTO, 408290, 6527525 
6/16/2016,, GENERAL DIEGO LAMAS, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, JUEVES, 17, TACUAREMBO, TACUAREMBO, 594045, 6490065 
1/23/2016,, , DESPISTE, LEVE, SÁBADO, 11, TACUAREMBO, SIN DATOS, 650360, 6462475 
1/27/2016,, VEINTICINCO DE AGOSTO, COLISIÓN ENTRE VEHÍCULOS, LEVE, MIÉRCOLES, 14, PAYSANDU, GUICHON, 481155, 6419745 
12/15/2016,, RUTA 4 KILOMETRO 176.800, DESPISTE, SIN LESIONADOS, JUEVES, 0, ARTIGAS, SIN DATOS, 535860, 6615415 
10/12/2016,, NO SE INGRESO, DESPISTE, LEVE, MIÉRCOLES, 11, RIO NEGRO, SIN DATOS, 439860, 6382605 
6/12/2016,, CERRITO, COLISIÓN ENTRE VEHÍCULOS, LEVE, DOMINGO, 13, PAYSANDU, PAYSANDU, 398555, 6423055 
7/3/2016,, NO SE INGRESO, DESPISTE, LEVE, DOMINGO, 13, TACUAREMBO, SIN DATOS, 651905, 6459190 
10/30/2016,, NO SE INGRESO, DESPISTE, SIN LESIONADOS, DOMINGO, 5, TACUAREMBO, SIN DATOS, 609300, 6502385 
5/8/2016,, , CAÍDA, LEVE, DOMINGO, 8, SALTO, SIN DATOS, 478135, 6562610 
9/4/2016,, JUAN DOMINGO ARENA, ATROPELLO DE PEATÓN, LEVE, DOMINGO, 20, TACUAREMBO, TACUAREMBO, 598360, 6489280 
7/24/2016,, TELMA GARCIA DA ROSA, DESPISTE, LEVE, DOMINGO, 4, ARTIGAS, ARTIGAS, 549320, 6634965 
5/29/2016,, GENERAL MANUEL ORIBE esq. ITUZAINGO, COLISIÓN CON OBSTÁCULO EN CALZADA, FATAL, DOMINGO, 6, TACUAREMBO, TACUAREMBO, 596105, 6491430 
11/20/2016,, GUAZUBIRA, CAÍDA, LEVE, DOMINGO, 19, RIO NEGRO, FRAY BENTOS, 380470, 6332915 
1/3/2016,, DIECIOCHO DE JULIO, CAÍDA, LEVE, DOMINGO, 7, TACUAREMBO, TACUAREMBO, 596565, 6490860 
3/20/2016,, GENERAL JOSE G. ARTIGAS, CAÍDA, LEVE, DOMINGO, 2, SALTO, SALTO, 410050, 6526715 
9/11/2016,, CAMINO VECINAL PIÑERA-GUICHÓN, DESPISTE, SIN LESIONADOS, DOMINGO, 8, PAYSANDU, SIN DATOS, 487970, 6423700 
11/20/2016,, NO SE INGRESO, DESPISTE, SIN LESIONADOS, DOMINGO, 2, PAYSANDU, SIN DATOS, 415530, 6494385 
6/12/2016,, RAMBLA DOCTOR ANGEL CUERVO, ATROPELLO DE PEATÓN, LEVE, DOMINGO, 5, RIO NEGRO, BARRIO ANGLO, 376635, 6334675 
6/5/2016,, SALTO, CAÍDA, LEVE, DOMINGO, 15, PAYSANDU, PAYSANDU, 397980, 6424975 
10/2/2016,, GENERAL JOSE G. ARTIGAS, CAÍDA, LEVE, DOMINGO, 18, RIVERA, TRANQUERAS, 617810, 6548300 
6/26/2016,, WILSON FERREIRA ALDUNATE esq. MIGUEL BARREIRO, DESPISTE, FATAL, DOMINGO, 23, ARTIGAS, ARTIGAS, 551415, 6635310 
10/2/2016,, DIEGO LAMAS, DESPISTE, LEVE, DOMINGO, 18, ARTIGAS, ARTIGAS, 551230, 6636865 
9/18/2016,, NO SE INGRESO, DESPISTE, SIN LESIONADOS, DOMINGO, 12, ARTIGAS, SIN DATOS, 542655, 6632460 
10/30/2016,, , DESPISTE, SIN LESIONADOS, DOMINGO, 12, TACUAREMBO, CUCHILLA DE PERALTA, 560555, 6404615 
7/24/2016,, BERNABE RIVERA, COLISIÓN ENTRE VEHÍCULOS, LEVE, DOMINGO, 19, ARTIGAS, ARTIGAS, 551155, 6636935 
10/23/2016,, AVENIDA CONCORDIA, DESPISTE, LEVE, DOMINGO, 8, SALTO, SALTO, 413175, 6527810 
5/15/2016,, ROBERTO YOUNG, COLISIÓN CON OBSTÁCULO EN CALZADA, LEVE, DOMINGO, 11, RIO NEGRO, FRAY BENTOS, 378305, 6334635 
3/6/2016,, MAESTRA MARIA E. CASTRILLON, ATROPELLO DE PEATÓN, LEVE, DOMINGO, 18, TACUAREMBO, TACUAREMBO, 597135, 6491600 
3/20/2016,, AVENIDA SORIANO, COLISIÓN ENTRE VEHÍCULOS, GRAVE, DOMINGO, 0, PAYSANDU, PAYSANDU, 397240, 6423010 
9/18/2016,, PRESIDENTE PEDRO VIERA, CAÍDA, LEVE, DOMINGO, 1, RIVERA, RIVERA, 638445, 6580175 
8/21/2016,, RUTA 3 KM 494.500 , DESPISTE, LEVE, DOMINGO, 15, SALTO, COLONIA 18 DE JULIO, 416945, 6530435 
11/20/2016,, PABLO G. RIOS, CAÍDA, LEVE, DOMINGO, 22, TACUAREMBO, TACUAREMBO, 597275, 6489685 
11/20/2016,, GENERAL MANUEL ORIBE, CAÍDA, LEVE, DOMINGO, 18, TACUAREMBO, TACUAREMBO, 595130, 6490405 
5/1/2016,, EDIL SANTIAGO CAMACHO, CAÍDA, LEVE, DOMINGO, 16, TACUAREMBO, TACUAREMBO, 596550, 6488410 
4/3/2016,, INVERNIZZI, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, DOMINGO, 11, SALTO, SALTO, 408760, 6527110 
7/31/2016,, COSTANERA, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, DOMINGO, 18, SALTO, SALTO, 407400, 6527115 
6/19/2016,, CANDELARIA ARETA DE AMORIN, CAÍDA, LEVE, DOMINGO, 3, SALTO, SALTO, 410195, 6527945 
3/13/2016,, AVENIDA PASCUAL HARRIAGUE, ATROPELLO DE ANIMALES, LEVE, DOMINGO, 16, SALTO, SALTO, 406805, 6526075 
9/11/2016,, TREINTA Y TRES ORIENTALES, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, DOMINGO, 21, PAYSANDU, PAYSANDU, 397835, 6424250 
11/27/2016,, GENERAL DIEGO LAMAS, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, DOMINGO, 7, TACUAREMBO, TACUAREMBO, 594210, 6490440 
10/9/2016,, CAMINO VECINAL BUEY NEGRO, DESPISTE, SIN LESIONADOS, DOMINGO, 10, SALTO, SIN DATOS, 488815, 6560600 
8/21/2016,, COSTANERA NORTE CESAR MAYO GUTIERREZ, DESPISTE, SIN LESIONADOS, DOMINGO, 6, SALTO, SIN DATOS, 406430, 6529560 
8/14/2016,, GRITO DE ASENCIO, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, DOMINGO, 19, SALTO, SALTO, 408310, 6527675 
2/14/2016,, AVENIDA ITALIA, CAÍDA, GRAVE, DOMINGO, 20, RIVERA, SANTA TERESA, 636020, 6578345 
10/16/2016,, AVENIDA BRASIL, COLISIÓN ENTRE VEHÍCULOS, LEVE, DOMINGO, 14, RIVERA, RIVERA, 639500, 6580120 
11/20/2016,, GENERAL FRUCTUOSO RIVERA, DESPISTE, LEVE, DOMINGO, 7, SALTO, SALTO, 407780, 6526830 
9/25/2016,, NO SE INGRESO, CAÍDA, LEVE, DOMINGO, 2, PAYSANDU, CHACRAS DE PAYSANDU, 404205, 6422685 
1/3/2016,, JAVIER DE VIANA, CAÍDA, LEVE, DOMINGO, 0, TACUAREMBO, TACUAREMBO, 593300, 6491690 
3/13/2016,, RUTA 3. KM. 482, CAÍDA, LEVE, DOMINGO, 18, SALTO, SIN DATOS, 411545, 6522470 
1/10/2016,, CAMINO CAMPODONICO, DESPISTE, LEVE, DOMINGO, 18, ARTIGAS, PORT. DE HIERRO Y CAMPODONICO, 444780, 6650160 
9/11/2016,, DIECIOCHO DE JULIO, DESPISTE, SIN LESIONADOS, DOMINGO, 19, TACUAREMBO, TACUAREMBO, 596360, 6490645 
9/4/2016,, NO SE INGRESO, DESPISTE, GRAVE, DOMINGO, 3, ARTIGAS, CUAREIM, 445215, 6656200 
12/25/2016,, LUCIANO ROMERO, CAÍDA, LEVE, DOMINGO, 0, TACUAREMBO, TACUAREMBO, 598010, 6492685 
8/24/2016,, , ATROPELLO DE ANIMALES, LEVE, MIÉRCOLES, 0, RIVERA, SIN DATOS, 643860, 6504735 
5/1/2016,, CARRETERA HECTOR GUTIERREZ RUIZ, DESPISTE, LEVE, DOMINGO, 17, RIVERA, SIN DATOS, 642215, 6578535 
12/18/2016,, AVENIDA MANUEL ORIBE, CAÍDA, LEVE, DOMINGO, 2, SALTO, SALTO, 412380, 6527080 
12/11/2016,, AVENIDA MANUEL PATULE, ATROPELLO DE ANIMALES, LEVE, DOMINGO, 6, SALTO, SALTO, 408850, 6524785 
4/17/2016,, VEINTICINCO DE MAYO, COLISIÓN ENTRE VEHÍCULOS, GRAVE, DOMINGO, 2, TACUAREMBO, TACUAREMBO, 596765, 6491215 
10/30/2016,, AVENIDA BRASIL, COLISIÓN ENTRE VEHÍCULOS, GRAVE, DOMINGO, 12, RIVERA, RIVERA, 638380, 6580835 
8/28/2016,, AVENIDA ARTIGAS, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, DOMINGO, 6, ARTIGAS, BELLA UNION, 442530, 6652295 
12/4/2016,, OCHO DE OCTUBRE, COLISIÓN ENTRE VEHÍCULOS, LEVE, DOMINGO, 17, SALTO, SALTO, 408935, 6527440 
8/7/2016,, COSTANERA NORTE CESAR MAYO GUTIERREZ, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, DOMINGO, 16, SALTO, SIN DATOS, 406470, 6530500 
12/11/2016,, PRESIDENTE VIERA, COLISIÓN ENTRE VEHÍCULOS, LEVE, DOMINGO, 23, RIVERA, RIVERA, 639315, 6579635 
9/25/2016,, COLON, COLISIÓN ENTRE VEHÍCULOS, LEVE, DOMINGO, 22, PAYSANDU, PAYSANDU, 397540, 6423425 
9/11/2016,, NO SE INGRESO, COLISIÓN ENTRE VEHÍCULOS, LEVE, DOMINGO, 15, TACUAREMBO, TACUAREMBO, 596675, 6488245 
12/25/2016,, WILSON FERREIRA ALDUNATE, COLISIÓN ENTRE VEHÍCULOS, LEVE, DOMINGO, 1, PAYSANDU, PAYSANDU, 399720, 6424755 
6/5/2016,, FLORENCIO SANCHEZ, CAÍDA, LEVE, DOMINGO, 2, SALTO, SALTO, 407335, 6524345 
