Fecha, Calle, Tipo de Siniestro, Gravedad, Dia Semana, Hora, Departamento, Localidad, X, Y 
7/2/2016,, NO SE INGRESO, DESPISTE, SIN LESIONADOS, SÁBADO, 10, TREINTA Y TRES, SIN DATOS, 802745, 6367815 
6/8/2016,, A 300 METROS DE PUENTE EN SAUCE, ATROPELLO DE ANIMALES, SIN LESIONADOS, MIÉRCOLES, 0, ROCHA, SIN DATOS, 740990, 6175375 
4/27/2016,, RUTA 8, COLISIÓN ENTRE VEHÍCULOS, LEVE, MIÉRCOLES, 19, CERRO LARGO, MELO, 767740, 6413660 
5/11/2016,, SANTA TERESA  ENTRE CIUDAD DE ROCHA  Y JOSE ENRRIQUE RODO, CAÍDA, LEVE, MIÉRCOLES, 22, ROCHA, PUNTA DEL DIABLO, 818175, 6227855 
5/28/2016,, REMIGIO CASTELLANOS, COLISIÓN ENTRE VEHÍCULOS, LEVE, SÁBADO, 12, CERRO LARGO, MELO, 766355, 6414680 
9/13/2016,, RUTA INTERBALNEAREA KM 90, DESPISTE, LEVE, MARTES, 0, MALDONADO, LAS FLORES - ESTACION, 653760, 6148840 
5/25/2016,, AGAPITO PARABERA, COLISIÓN ENTRE VEHÍCULOS, GRAVE, MIÉRCOLES, 13, MALDONADO, MALDONADO, 688490, 6136730 
10/22/2016,, SECCIONAL 10MA, CAÍDA, LEVE, SÁBADO, 0, LAVALLEJA, JOSE PEDRO VARELA, 729005, 6296270 
3/19/2016,, BURNET, CAÍDA, LEVE, SÁBADO, 15, MALDONADO, PINARES - LAS DELICIAS, 686895, 6134475 
4/9/2016,, RUTA 9 Y 39, COLISIÓN ENTRE VEHÍCULOS, LEVE, SÁBADO, 10, MALDONADO, SIN DATOS, 690655, 6150675 
11/16/2016,, JOSE ENRIQUE RODO, COLISIÓN ENTRE VEHÍCULOS, LEVE, MIÉRCOLES, 16, CERRO LARGO, MELO, 766850, 6415330 
2/13/2016,, CAMINO DE LAS DILIGENCIAS, CAÍDA, GRAVE, SÁBADO, 5, CERRO LARGO, SIN DATOS, 766045, 6415870 
5/14/2016,, JUAN DIAZ DE SOLIS, CAÍDA, SIN LESIONADOS, SÁBADO, 1, MALDONADO, PUNTA DEL ESTE, 686975, 6128875 
9/10/2016,, NO SE INGRESO, CAÍDA, LEVE, SÁBADO, 15, MALDONADO, SIN DATOS, 664835, 6143190 
2/3/2016,, INDEPENDENCIA, COLISIÓN ENTRE VEHÍCULOS, GRAVE, MIÉRCOLES, 19, MALDONADO, MALDONADO, 687020, 6136810 
8/13/2016,, MANUEL MELENDEZ, COLISIÓN ENTRE VEHÍCULOS, LEVE, SÁBADO, 10, TREINTA Y TRES, TREINTA Y TRES, 743075, 6320105 
11/26/2016,, MARIANO SOLER, COLISIÓN ENTRE VEHÍCULOS, LEVE, SÁBADO, 8, MALDONADO, MALDONADO, 686910, 6136220 
7/2/2016,, ISLANDIA Y ACUÑA DE FIGUEROA, COLISIÓN ENTRE VEHÍCULOS, LEVE, SÁBADO, 16, MALDONADO, PINARES - LAS DELICIAS, 686695, 6134125 
12/17/2016,, BOLIVIA, CAÍDA, LEVE, SÁBADO, 1, MALDONADO, PINARES - LAS DELICIAS, 685630, 6134010 
3/19/2016,, ESPAÑA, CAÍDA, LEVE, SÁBADO, 6, CERRO LARGO, MELO, 765195, 6415150 
2/27/2016,, AV. APARICIO SARAVIA , ATROPELLO DE PEATÓN, LEVE, SÁBADO, 22, MALDONADO, SAN RAFAEL - EL PLACER, 694120, 6134585 
4/26/2016,, DIECIOCHO DE JULIO, COLISIÓN ENTRE VEHÍCULOS, LEVE, MARTES, 9, CERRO LARGO, MELO, 766590, 6415590 
11/26/2016,, DIECINUEVE DE ABRIL, COLISIÓN ENTRE VEHÍCULOS, LEVE, SÁBADO, 15, ROCHA, CASTILLOS, 789190, 6211320 
1/2/2016,, PEDRO AGORRODY, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, SÁBADO, 17, MALDONADO, SAN CARLOS, 690230, 6148445 
7/30/2016,, ALBERTO CL CARACARA, COLISIÓN ENTRE VEHÍCULOS, GRAVE, SÁBADO, 20, MALDONADO, MALDONADO, 687810, 6136350 
5/7/2016,, ALBERTO CL CARACARA Y 15, ATROPELLO DE PEATÓN, SIN LESIONADOS, SÁBADO, 7, MALDONADO, MALDONADO, 688770, 6136410 
6/4/2016,, BASILIO ARAUJO, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, SÁBADO, 19, TREINTA Y TRES, TREINTA Y TRES, 743945, 6319880 
9/10/2016,, AVENIDA JOSE BATLLE Y ORDOÑEZ, CAÍDA, LEVE, SÁBADO, 7, MALDONADO, MALDONADO, 687000, 6136565 
1/16/2016,, BOULEVARD GENERAL JOSE G. ARTIGAS, COLISIÓN ENTRE VEHÍCULOS, LEVE, SÁBADO, 21, MALDONADO, PUNTA DEL ESTE, 687760, 6134460 
8/27/2016,, CALLE 2, COLISIÓN ENTRE VEHÍCULOS, LEVE, SÁBADO, 19, CERRO LARGO, RIO BRANCO, 840080, 6387085 
8/30/2016,, AVENIDA BRASIL, COLISIÓN ENTRE VEHÍCULOS, LEVE, MARTES, 15, CERRO LARGO, MELO, 766225, 6415620 
10/22/2016,, AVENIDA APARICIO SARAVIA, COLISIÓN ENTRE VEHÍCULOS, GRAVE, SÁBADO, 10, MALDONADO, MALDONADO, 688040, 6134620 
6/18/2016,, DOCTOR ROMAN BERGALLI, DESPISTE, LEVE, SÁBADO, 20, MALDONADO, MALDONADO, 685880, 6135645 
7/23/2016,, KILOMETRO 240, DESPISTE, SIN LESIONADOS, SÁBADO, 9, TREINTA Y TRES, SIN DATOS, 675370, 6331920 
12/14/2016,, DIECINUEVE DE ABRIL, COLISIÓN ENTRE VEHÍCULOS, LEVE, MIÉRCOLES, 15, MALDONADO, MALDONADO, 687075, 6135030 
4/27/2016,, AVENIDA APARICIO SARAVIA, COLISIÓN ENTRE VEHÍCULOS, GRAVE, MIÉRCOLES, 13, MALDONADO, MALDONADO, 687980, 6134820 
8/20/2016,,  RUTA TREINTA Y SIETE, COLISIÓN ENTRE VEHÍCULOS, LEVE, SÁBADO, 9, MALDONADO, RUTA 37 Y 9, 661250, 6148670 
10/19/2016,, CAMARAS, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, MIÉRCOLES, 18, CERRO LARGO, MELO, 766590, 6416875 
2/17/2016,, RUTA INTERBALNEARIA KM 101, CAÍDA, LEVE, MIÉRCOLES, 8, MALDONADO, SIN DATOS, 663445, 6144355 
3/26/2016,, GENERAL RONDEAU, COLISIÓN ENTRE VEHÍCULOS, LEVE, SÁBADO, 18, MALDONADO, PIRIAPOLIS, 658245, 6140095 
12/21/2016,, VILLA DE MORO, ATROPELLO DE ANIMALES, GRAVE, MIÉRCOLES, 2, CERRO LARGO, MELO, 767195, 6416280 
10/8/2016,, TREYNTA Y TRES, COLISIÓN ENTRE VEHÍCULOS, LEVE, SÁBADO, 0, ROCHA, CHUY, 827140, 6265925 
2/6/2016,, PABLO ZUFRIATEGUI, COLISIÓN ENTRE VEHÍCULOS, LEVE, SÁBADO, 21, MALDONADO, PIRIAPOLIS, 658365, 6142885 
2/13/2016,, EMILIO ORIBE, COLISIÓN ENTRE VEHÍCULOS, GRAVE, SÁBADO, 20, CERRO LARGO, ISIDORO NOBLIA, 772050, 6460040 
1/2/2016,, CAMINO DE ACCESO A R 10  LAS GARZAS, DESPISTE, LEVE, SÁBADO, 12, ROCHA, SIN DATOS, 727215, 6148930 
7/23/2016,, NO SE INGRESO, COLISIÓN CON OBSTÁCULO EN CALZADA, SIN LESIONADOS, SÁBADO, 1, MALDONADO, SIN DATOS, 645545, 6155165 
12/3/2016,, , COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, SÁBADO, 12, TREINTA Y TRES, VERGARA, 786380, 6350920 
7/16/2016,, DOCTOR ROMAN BERGALLI, COLISIÓN ENTRE VEHÍCULOS, LEVE, SÁBADO, 7, MALDONADO, MALDONADO, 686075, 6135650 
1/23/2016,, GENERAL MELCHOR MAURENTE, CAÍDA, LEVE, SÁBADO, 16, MALDONADO, SAN CARLOS, 690470, 6147460 
12/31/2016,, RUTA 12 ZANJA LAS CORUJAS , DESPISTE, LEVE, SÁBADO, 5, MALDONADO, SIN DATOS, 681045, 6147055 
11/19/2016,, RUTA 16 KM 0.100, DESPISTE, LEVE, SÁBADO, 7, ROCHA, SIN DATOS, 794760, 6203155 
1/16/2016,, RUTA 60 Y 12, COLISIÓN ENTRE VEHÍCULOS, LEVE, SÁBADO, 9, LAVALLEJA, MINAS, 662660, 6192635 
2/6/2016,, RUTA 14. A 2 KM. DE LASCANO HACIA CASTILLOS, DESPISTE, LEVE, SÁBADO, 8, ROCHA, SIN DATOS, 758815, 6266395 
12/31/2016,, NO SE INGRESO, DESPISTE, SIN LESIONADOS, SÁBADO, 14, ROCHA, SIN DATOS, 747870, 6206450 
12/17/2016,, NO SE INGRESO, DESPISTE, LEVE, SÁBADO, 16, TREINTA Y TRES, SIN DATOS, 788425, 6316535 
7/20/2016,, F. MATA, COLISIÓN ENTRE VEHÍCULOS, LEVE, MIÉRCOLES, 17, CERRO LARGO, MELO, 766720, 6414500 
9/17/2016,, , DESPISTE, LEVE, SÁBADO, 14, MALDONADO, SIN DATOS, 681340, 6168760 
12/3/2016,, RUTA 8 (HACIA ACEGUA), COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, SÁBADO, 12, CERRO LARGO, MELO, 766405, 6416005 
1/26/2016,, CLAUDIO WILLIMAN PDA 23, COLISIÓN ENTRE VEHÍCULOS, LEVE, MARTES, 11, MALDONADO, PINARES - LAS DELICIAS, 685300, 6134010 
12/24/2016,, AVENIDA EDUARDO VICTOR HAEDO (RUTA 10), COLISIÓN ENTRE VEHÍCULOS, LEVE, SÁBADO, 13, MALDONADO, MANANTIALES, 698200, 6135340 
8/9/2016,, ANDRES AREGUATI, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, MARTES, 17, TREINTA Y TRES, TREINTA Y TRES, 744000, 6320315 
8/2/2016,, CALLE 28, COLISIÓN ENTRE VEHÍCULOS, GRAVE, MARTES, 14, LAVALLEJA, MINAS, 661695, 6196500 
2/13/2016,, AVENIDA GENERAL FLORES Y MOROSOLI, COLISIÓN ENTRE VEHÍCULOS, LEVE, SÁBADO, 0, LAVALLEJA, MINAS, 661420, 6195465 
10/22/2016,, PABLO ZUFRIATEGUI, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, SÁBADO, 7, TREINTA Y TRES, TREINTA Y TRES, 744035, 6319995 
5/25/2016,, ROSARIO, COLISIÓN ENTRE VEHÍCULOS, LEVE, MIÉRCOLES, 12, MALDONADO, PUNTA DEL ESTE, 687395, 6132590 
1/9/2016,, LUSSICH, COLISIÓN ENTRE VEHÍCULOS, LEVE, SÁBADO, 10, MALDONADO, MALDONADO, 685675, 6136330 
8/6/2016,, MEVIR PLAN 4. VIV. 2333, ATROPELLO DE ANIMALES, LEVE, SÁBADO, 14, CERRO LARGO, FRAILE MUERTO, 733175, 6400750 
1/9/2016,, AVENIDA BRASIL FRENTE A MILEÑO, COLISIÓN ENTRE VEHÍCULOS, LEVE, SÁBADO, 3, ROCHA, CHUY, 827885, 6266320 
10/11/2016,, CARLOS REYLES, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, MARTES, 19, MALDONADO, SAN CARLOS, 690500, 6147855 
2/6/2016,, NO SE INGRESO, DESPISTE, SIN LESIONADOS, SÁBADO, 2, LAVALLEJA, SIN DATOS, 725780, 6287890 
4/9/2016,, BRASIL, COLISIÓN ENTRE VEHÍCULOS, LEVE, SÁBADO, 15, ROCHA, ROCHA, 745405, 6182125 
6/25/2016,, 19 DE ABRIL Y CELEDONIO ROJAS, CAÍDA, LEVE, SÁBADO, 19, MALDONADO, PIRIAPOLIS, 658565, 6142965 
10/1/2016,, , DESPISTE, LEVE, SÁBADO, 14, MALDONADO, SIN DATOS, 659585, 6152285 
2/20/2016,, ORLANDO PEDRAGOSA SIERRA, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, SÁBADO, 20, MALDONADO, PUNTA DEL ESTE, 689050, 6131575 
7/16/2016,, AGUSTIN ABREU, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, SÁBADO, 10, MALDONADO, SAN CARLOS, 689790, 6147895 
6/25/2016,, ISLA DE FLORES, COLISIÓN ENTRE VEHÍCULOS, LEVE, SÁBADO, 22, MALDONADO, MALDONADO, 688110, 6135225 
8/10/2016,, BENAVENTE Y AVENIDA FABINI, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, MIÉRCOLES, 3, LAVALLEJA, MINAS, 661800, 6196450 
2/20/2016,, DOCTOR P. FERRER, CAÍDA, LEVE, SÁBADO, 16, ROCHA, CASTILLOS, 789310, 6211240 
5/7/2016,, SUPICHI, COLISIÓN ENTRE VEHÍCULOS, LEVE, SÁBADO, 22, MALDONADO, MALDONADO, 686000, 6136545 
5/14/2016,, AVENIDA WILSON FERREIRA ALDUNATE CASI M. DE COLA, CAÍDA, LEVE, SÁBADO, 8, MALDONADO, MALDONADO, 685245, 6136690 
2/27/2016,, NO SE INGRESO, ATROPELLO DE ANIMALES, LEVE, SÁBADO, 21, ROCHA, SIN DATOS, 814845, 6229225 
6/25/2016,, SIMON DEL PINO, COLISIÓN ENTRE VEHÍCULOS, LEVE, SÁBADO, 12, MALDONADO, MALDONADO, 687745, 6135875 
12/10/2016,, NO SE INGRESO, COLISIÓN ENTRE VEHÍCULOS, LEVE, SÁBADO, 12, MALDONADO, FARO JOSE IGNACIO, 716200, 6141920 
3/1/2016,, FRANCISCO MARTINEZ, COLISIÓN ENTRE VEHÍCULOS, LEVE, MARTES, 0, MALDONADO, MALDONADO, 687440, 6136755 
2/9/2016,, PEDRO CAMPBELL, ATROPELLO DE PEATÓN, GRAVE, MARTES, 14, TREINTA Y TRES, TREINTA Y TRES, 744790, 6320950 
1/30/2016,, , CAÍDA, LEVE, SÁBADO, 17, TREINTA Y TRES, SIN DATOS, 807715, 6340030 
3/5/2016,, ORLANDO PEDRAGOSA SIERRA, COLISIÓN ENTRE VEHÍCULOS, LEVE, SÁBADO, 19, MALDONADO, PUNTA DEL ESTE, 688410, 6131040 
3/19/2016,, RUTA 109 KM 20, DESPISTE, SIN LESIONADOS, SÁBADO, 12, ROCHA, SIN DATOS, 742660, 6184890 
10/1/2016,, RUTA 19 A 6 KM DE RUTA 8, CAÍDA, LEVE, SÁBADO, 14, TREINTA Y TRES, SIN DATOS, 729925, 6316465 
3/19/2016,, 18 DE JULIO Y WILLIMAN, COLISIÓN ENTRE VEHÍCULOS, LEVE, SÁBADO, 12, LAVALLEJA, MINAS, 661815, 6194900 
2/6/2016,, SUIPACHA, COLISIÓN ENTRE VEHÍCULOS, GRAVE, SÁBADO, 2, MALDONADO, PIRIAPOLIS, 657545, 6139730 
8/13/2016,, BENITO NARDONE, CAÍDA, GRAVE, SÁBADO, 7, MALDONADO, SIN DATOS, 684060, 6139505 
7/5/2016,, , COLISIÓN ENTRE VEHÍCULOS, LEVE, MARTES, 13, MALDONADO, SIN DATOS, 690125, 6146930 
7/2/2016,, TREINTA Y TRES, COLISIÓN ENTRE VEHÍCULOS, LEVE, SÁBADO, 15, CERRO LARGO, MELO, 766480, 6414315 
2/9/2016,, RUTA 10 Y LUCITA, CAÍDA, GRAVE, MARTES, 20, MALDONADO, LA BARRA, 696680, 6134450 
10/15/2016,, RUTA N°16, DESPISTE, LEVE, SÁBADO, 15, ROCHA, SIN DATOS, 794300, 6235280 
1/6/2016,, , CAÍDA, LEVE, MIÉRCOLES, 22, CERRO LARGO, RIO BRANCO, 839330, 6388010 
9/13/2016,, LUIS ALBERTO HERRERA, COLISIÓN ENTRE VEHÍCULOS, GRAVE, MARTES, 19, CERRO LARGO, RIO BRANCO, 838640, 6386910 
1/9/2016,, NO SE INGRESO, COLISIÓN ENTRE VEHÍCULOS, LEVE, SÁBADO, 12, MALDONADO, SIN DATOS, 692285, 6150540 
6/4/2016,, VEINTICINCO DE AGOSTO, CAÍDA, LEVE, SÁBADO, 19, ROCHA, ROCHA, 745330, 6182190 
11/19/2016,, AQUILES SENCION, CAÍDA, LEVE, SÁBADO, 15, ROCHA, ROCHA, 745005, 6180940 
5/21/2016,, 19 DE ABRIL Y AMILIVIA, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, SÁBADO, 15, LAVALLEJA, MINAS, 662535, 6194255 
10/15/2016,, CAMINO VECINAL, DESPISTE, LEVE, SÁBADO, 0, LAVALLEJA, SIN DATOS, 724475, 6294735 
4/20/2016,, NO SE INGRESO, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, MIÉRCOLES, 11, ROCHA, SIN DATOS, 759650, 6227435 
8/27/2016,, DOS DE FEBRERO, COLISIÓN ENTRE VEHÍCULOS, LEVE, SÁBADO, 9, MALDONADO, PUNTA DEL ESTE, 687070, 6128745 
2/13/2016,, EL TRINQUETE, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, SÁBADO, 9, MALDONADO, PUNTA DEL ESTE, 686845, 6128195 
1/2/2016,, E. INZAURRAGA, COLISIÓN ENTRE VEHÍCULOS, LEVE, SÁBADO, 13, MALDONADO, PUNTA DEL ESTE, 688220, 6129545 
7/9/2016,, RUTA INTERBALNEARIA Y RUTA PANORAMICA, COLISIÓN ENTRE VEHÍCULOS, GRAVE, SÁBADO, 17, MALDONADO, PUNTA BALLENA, 679270, 6136610 
9/17/2016,, ELISEO MARZOL, ATROPELLO DE ANIMALES, LEVE, SÁBADO, 10, ROCHA, ROCHA, 744445, 6181620 
2/27/2016,, RUTA 9 km. 174.200, DESPISTE, FATAL, SÁBADO, 17, MALDONADO, SIN DATOS, 720405, 6157030 
12/31/2016,, LOS CEIBOS, COLISIÓN ENTRE VEHÍCULOS, LEVE, SÁBADO, 13, MALDONADO, SIN DATOS, 687040, 6148410 
3/5/2016,, GENERAL ARTIGAS Nº 447, DESPISTE, SIN LESIONADOS, SÁBADO, 5, ROCHA, CHUY, 828600, 6266185 
5/7/2016,, , COLISIÓN ENTRE VEHÍCULOS, LEVE, SÁBADO, 20, CERRO LARGO, RIO BRANCO, 838980, 6387230 
11/2/2016,, DIECINUEVE DE ABRIL, COLISIÓN ENTRE VEHÍCULOS, LEVE, MIÉRCOLES, 17, ROCHA, ROCHA, 744870, 6181380 
10/1/2016,, MAR, DESPISTE, SIN LESIONADOS, SÁBADO, 10, MALDONADO, PUNTA DEL ESTE, 688625, 6132605 
5/31/2016,, CAMINO LA FALDA, ATROPELLO DE ANIMALES, LEVE, MARTES, 20, LAVALLEJA, SIN DATOS, 649855, 6170910 
6/25/2016,, AVENIDA GENERAL FLORES, COLISIÓN ENTRE VEHÍCULOS, LEVE, SÁBADO, 15, LAVALLEJA, MINAS, 661460, 6196605 
12/3/2016,, NO SE INGRESO, DESPISTE, LEVE, SÁBADO, 8, MALDONADO, SOLIS, 648310, 6147805 
5/7/2016,, NO SE INGRESO, DESPISTE, GRAVE, SÁBADO, 22, CERRO LARGO, SIN DATOS, 769685, 6411980 
4/2/2016,, WILSON FERREIRA ALDUNATE, COLISIÓN ENTRE VEHÍCULOS, LEVE, SÁBADO, 10, MALDONADO, SAN CARLOS, 690315, 6149455 
7/26/2016,, LUSSICH, COLISIÓN ENTRE VEHÍCULOS, LEVE, MARTES, 20, MALDONADO, MALDONADO, 685675, 6136335 
11/26/2016,, DE LOS JAZMINES, COLISIÓN ENTRE VEHÍCULOS, LEVE, SÁBADO, 20, CERRO LARGO, MELO, 767005, 6416240 
11/12/2016,, AVENIDA CENTENARIO, COLISIÓN ENTRE VEHÍCULOS, LEVE, SÁBADO, 20, ROCHA, LASCANO, 759315, 6271100 
7/2/2016,, , DESPISTE, LEVE, SÁBADO, 17, CERRO LARGO, SIN DATOS, 769695, 6461380 
10/29/2016,, CNO LA PATAIA, CAÍDA, LEVE, SÁBADO, 13, MALDONADO, SIN DATOS, 680740, 6139260 
5/7/2016,, RUTA 26 KM 23, DESPISTE, SIN LESIONADOS, SÁBADO, 12, CERRO LARGO, SIN DATOS, 793725, 6410425 
10/18/2016,, CALLE 8 Y DEL LUCERO, DESPISTE, SIN LESIONADOS, MARTES, 12, MALDONADO, GERONA, 659715, 6151440 
3/5/2016,, RUTA 12 KM 22, DESPISTE, LEVE, SÁBADO, 19, LAVALLEJA, SIN DATOS, 634340, 6201120 
2/27/2016,, AVENIDA DE LOS GAUCHOS, CAÍDA, LEVE, SÁBADO, 7, MALDONADO, MALDONADO, 687875, 6136730 
5/24/2016,, RUTA INTERBALNEARIA KM 103, CAÍDA, LEVE, MARTES, 14, MALDONADO, SIN DATOS, 663680, 6143835 
8/6/2016,, Ruta 9 km. 86.000, ATROPELLO DE ANIMALES, FATAL, SÁBADO, 20, MALDONADO, SIN DATOS, 645960, 6154850 
6/4/2016,, RUTA 37 Y RUTA 73, COLISIÓN ENTRE VEHÍCULOS, LEVE, SÁBADO, 10, MALDONADO, SIN DATOS, 658580, 6144295 
1/9/2016,, SIMON DEL PINO, COLISIÓN ENTRE VEHÍCULOS, LEVE, SÁBADO, 10, MALDONADO, PIRIAPOLIS, 657735, 6141590 
5/28/2016,, RINCON, CAÍDA, LEVE, SÁBADO, 9, MALDONADO, MALDONADO, 686790, 6135625 
12/24/2016,, NO SE INGRESO, COLISIÓN ENTRE VEHÍCULOS, GRAVE, SÁBADO, 15, ROCHA, CHUY, 828765, 6265310 
1/16/2016,, LAS CALANDRIAS, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, SÁBADO, 0, MALDONADO, FARO JOSE IGNACIO, 716305, 6141815 
8/6/2016,, ALEJO FERNANDEZ CHAVEZ, CAÍDA, LEVE, SÁBADO, 12, MALDONADO, SAN CARLOS, 689825, 6148345 
2/6/2016,, RUTA 14 KM 482, DESPISTE, SIN LESIONADOS, SÁBADO, 2, ROCHA, SIN DATOS, 796580, 6245785 
6/4/2016,, JUAN ORTIZ, COLISIÓN ENTRE VEHÍCULOS, GRAVE, SÁBADO, 3, TREINTA Y TRES, TREINTA Y TRES, 744150, 6319905 
9/10/2016,, JOSE PEDRO RAMIREZ, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, SÁBADO, 1, CERRO LARGO, MELO, 766810, 6415680 
4/23/2016,, JUAN ORTIZ, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, SÁBADO, 16, TREINTA Y TRES, TREINTA Y TRES, 744135, 6320005 
11/16/2016,, GORLERO, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, MIÉRCOLES, 15, MALDONADO, PUNTA DEL ESTE, 687730, 6129200 
12/24/2016,, LUCAS URRUTIA, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, SÁBADO, 12, TREINTA Y TRES, VERGARA, 785810, 6350945 
6/15/2016,, RESALSERO, COLISIÓN CON OBSTÁCULO EN CALZADA, LEVE, MIÉRCOLES, 0, MALDONADO, PUNTA DEL ESTE, 687570, 6128700 
10/22/2016,, , DESPISTE, GRAVE, SÁBADO, 23, MALDONADO, MALDONADO, 687700, 6135135 
2/20/2016,, LIBORIO ROLAN Y TREINTA Y TRES, CAÍDA, LEVE, SÁBADO, 0, TREINTA Y TRES, SIN DATOS, 674545, 6335710 
11/12/2016,, ROCHA, COLISIÓN ENTRE VEHÍCULOS, LEVE, SÁBADO, 18, MALDONADO, SAN CARLOS, 691200, 6148030 
10/5/2016,, AVENIDA ESPAÑA, COLISIÓN ENTRE VEHÍCULOS, LEVE, MIÉRCOLES, 19, MALDONADO, PINARES - LAS DELICIAS, 685630, 6134585 
7/30/2016,, NO SE INGRESO, DESPISTE, LEVE, SÁBADO, 0, ROCHA, SIN DATOS, 737035, 6155450 
8/6/2016,, RUTA 44 KILÓMETRO 40, CAÍDA, SIN LESIONADOS, SÁBADO, 21, CERRO LARGO, SIN DATOS, 730140, 6439175 
1/30/2016,, RUTA 14 KM 262, ATROPELLO DE ANIMALES, SIN LESIONADOS, SÁBADO, 0, ROCHA, SIN DATOS, 753980, 6273570 
3/26/2016,, RUTA 8  KM 158, DESPISTE, LEVE, SÁBADO, 13, LAVALLEJA, SIN DATOS, 692060, 6216940 
7/6/2016,, JACINTO MARIA ALVARIZA, COLISIÓN ENTRE VEHÍCULOS, LEVE, MIÉRCOLES, 23, MALDONADO, SAN CARLOS, 690250, 6148715 
7/16/2016,, AVENIDA LUIS A HERRERA Y PEREZ DEL PUERTO, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, SÁBADO, 19, LAVALLEJA, MINAS, 661255, 6194850 
3/8/2016,, DOCTOR JUAN DARIO SILVA, COLISIÓN CON OBSTÁCULO EN CALZADA, GRAVE, MARTES, 14, CERRO LARGO, MELO, 766075, 6415835 
2/27/2016,, R. PEREZ DEL PUERTO, COLISIÓN ENTRE VEHÍCULOS, LEVE, SÁBADO, 22, LAVALLEJA, MINAS, 661255, 6194845 
10/22/2016,, ARTURO SANTANA, COLISIÓN ENTRE VEHÍCULOS, GRAVE, SÁBADO, 22, MALDONADO, MALDONADO, 687270, 6134915 
12/7/2016,, CLAUDIO WILLIMAN, CAÍDA, SIN LESIONADOS, MIÉRCOLES, 0, MALDONADO, PUNTA DEL ESTE, 688085, 6130620 
10/29/2016,, CAMINO EL OMBU (CHOPITO), ATROPELLO DE ANIMALES, SIN LESIONADOS, SÁBADO, 20, ROCHA, SIN DATOS, 815670, 6274845 
2/6/2016,, FRANCISCO PIRIA, COLISIÓN ENTRE VEHÍCULOS, LEVE, SÁBADO, 10, MALDONADO, PIRIAPOLIS, 658160, 6140580 
5/11/2016,, TREINTA Y TRES, COLISIÓN ENTRE VEHÍCULOS, LEVE, MIÉRCOLES, 13, ROCHA, LASCANO, 758490, 6270925 
12/27/2016,, MANUEL FREIRE, COLISIÓN ENTRE VEHÍCULOS, LEVE, MARTES, 12, TREINTA Y TRES, TREINTA Y TRES, 743365, 6320345 
1/26/2016,, CIUDAD DE AIGUA, COLISIÓN ENTRE VEHÍCULOS, LEVE, MARTES, 11, LAVALLEJA, MINAS, 661350, 6195550 
12/27/2016,, CONTINUACION SOLER, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, MARTES, 19, MALDONADO, SAN CARLOS, 690690, 6149095 
1/9/2016,, RUTA 10 , COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, SÁBADO, 7, MALDONADO, LA BARRA, 696090, 6134230 
1/30/2016,, EJIDO, COLISIÓN ENTRE VEHÍCULOS, LEVE, SÁBADO, 18, CERRO LARGO, MELO, 766520, 6415800 
10/29/2016,, AVENIDA FRANKLIN DELANO ROOSEVELT, COLISIÓN ENTRE VEHÍCULOS, LEVE, SÁBADO, 2, MALDONADO, PINARES - LAS DELICIAS, 686115, 6134685 
1/23/2016,, CLAUDIO WILLIMAN, COLISIÓN ENTRE VEHÍCULOS, LEVE, SÁBADO, 13, MALDONADO, PUNTA DEL ESTE, 687210, 6131945 
4/30/2016,, DOCTOR LUIS ALBERTO DE HERRERA, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, SÁBADO, 23, CERRO LARGO, MELO, 766200, 6415100 
3/19/2016,, RUTA OCHO, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, SÁBADO, 11, TREINTA Y TRES, EJIDO DE TREINTA Y TRES, 742070, 6318800 
6/7/2016,, RUTA 15 KM 39, DESPISTE, LEVE, MARTES, 11, ROCHA, SIN DATOS, 747860, 6185450 
