Fecha, Calle, Tipo de Siniestro, Gravedad, Dia Semana, Hora, Departamento, Localidad, X, Y 
3/12/2016,, DOCTOR LUIS CASANELLO, DESPISTE, LEVE, SÁBADO, 6, COLONIA, COLONIA DEL SACRAMENTO, 423220, 6185495 
3/25/2016,, ANDALUZ KM 0.500, COLISIÓN ENTRE VEHÍCULOS, GRAVE, VIERNES, 21, CANELONES, SIN DATOS, 583785, 6151490 
10/15/2016,, NATALIO LOPEZ RAMOS, COLISIÓN ENTRE VEHÍCULOS, GRAVE, SÁBADO, 14, CANELONES, SAN RAMON, 595760, 6205565 
3/19/2016,, RUTA 36 KM. 32.400, COLISIÓN CON OBSTÁCULO EN CALZADA, SIN LESIONADOS, SÁBADO, 2, CANELONES, SIN DATOS, 562105, 6166625 
12/10/2016,, NO SE INGRESO, DESPISTE, LEVE, SÁBADO, 13, FLORIDA, SIN DATOS, 603185, 6210490 
9/24/2016,, DOCTOR LUIS ALBERTO DE HERRERA, COLISIÓN ENTRE VEHÍCULOS, LEVE, SÁBADO, 11, FLORES, TRINIDAD, 509440, 6291595 
10/12/2016,, RICARDO DETOMASI, COLISIÓN ENTRE VEHÍCULOS, LEVE, MIÉRCOLES, 17, SORIANO, MERCEDES, 403350, 6320855 
9/24/2016,, RUTA 7 KM 81, ATROPELLO DE ANIMALES, LEVE, SÁBADO, 16, CANELONES, TALA, 612385, 6199200 
4/30/2016,, NO SE INGRESO, ATROPELLO DE PEATÓN, LEVE, SÁBADO, 20, CANELONES, SIN DATOS, 578795, 6162770 
11/22/2016,, CAMINO LOS HORNEROS, COLISIÓN ENTRE VEHÍCULOS, LEVE, MARTES, 10, CANELONES, ALTOS DE LA TAHONA, 592720, 6149785 
11/9/2016,, GENERAL JOSE G. ARTIGAS, COLISIÓN ENTRE VEHÍCULOS, LEVE, MIÉRCOLES, 8, COLONIA, NUEVA PALMIRA, 370950, 6249825 
7/9/2016,, RUTA 1 km. 94.000, DESPISTE, FATAL, SÁBADO, 0, SAN JOSE, SIN DATOS, 501435, 6192535 
2/27/2016,, JUAN J. CARDOZO, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, SÁBADO, 17, FLORIDA, FLORIDA, 572360, 6226950 
10/22/2016,, DIECINUEVE DE ABRIL, COLISIÓN ENTRE VEHÍCULOS, LEVE, SÁBADO, 10, FLORES, TRINIDAD, 509150, 6291905 
6/4/2016,, TREINTA Y TRES, COLISIÓN ENTRE VEHÍCULOS, LEVE, SÁBADO, 18, CANELONES, CANELONES, 565905, 6178740 
12/24/2016,, , COLISIÓN ENTRE VEHÍCULOS, LEVE, SÁBADO, 13, COLONIA, COLONIA VALDENSE, 475890, 6199735 
12/10/2016,, ZELMAR MICHELINI, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, SÁBADO, 2, FLORES, TRINIDAD, 508605, 6290730 
4/2/2016,, SAN JUAN CASI AURORA DIAZ, COLISIÓN CON OBSTÁCULO EN CALZADA, SIN LESIONADOS, SÁBADO, 22, SAN JOSE, SIN DATOS, 542710, 6195575 
9/17/2016,, , COLISIÓN CON OBSTÁCULO EN CALZADA, LEVE, SÁBADO, 12, COLONIA, COLONIA DEL SACRAMENTO, 425055, 6186980 
6/21/2016,, PANAME, ATROPELLO DE ANIMALES, SIN LESIONADOS, MARTES, 18, CANELONES, EL PINAR, 600685, 6148965 
6/4/2016,,  VIA DE INTERCONEXION, COLISIÓN ENTRE VEHÍCULOS, GRAVE, SÁBADO, 19, CANELONES, LOMAS DE SOLYMAR, 597750, 6147825 
2/20/2016,, JOSE ENRIQUE RODO, COLISIÓN CON OBSTÁCULO EN CALZADA, GRAVE, SÁBADO, 13, SAN JOSE, LIBERTAD, 534985, 6167355 
1/16/2016,, ASAMBLEA, DESPISTE, SIN LESIONADOS, SÁBADO, 13, SAN JOSE, SAN JOSE DE MAYO, 526850, 6200215 
5/14/2016,, MANUEL D RODRIGUEZ, COLISIÓN ENTRE VEHÍCULOS, LEVE, SÁBADO, 10, SAN JOSE, SAN JOSE DE MAYO, 526090, 6200885 
11/19/2016,, RECONQUISTA, COLISIÓN ENTRE VEHÍCULOS, LEVE, SÁBADO, 15, COLONIA, JUAN LACAZE, 459365, 6189675 
7/16/2016,, DOCTOR JULIAN BENGOA, DESPISTE, LEVE, SÁBADO, 9, SAN JOSE, SAN JOSE DE MAYO, 527030, 6200500 
4/23/2016,, VEINTICINCO DE AGOSTO, COLISIÓN ENTRE VEHÍCULOS, LEVE, SÁBADO, 8, CANELONES, SANTA LUCIA, 556405, 6187495 
2/24/2016,, MUNICIPIO, CAÍDA, LEVE, MIÉRCOLES, 17, SAN JOSE, LIBERTAD, 535840, 6167585 
9/24/2016,, AVENIDA URUGUAY, DESPISTE, SIN LESIONADOS, SÁBADO, 0, SORIANO, PALMAR, 457195, 6341695 
8/2/2016,, RUTA NACIONAL OCHO, ATROPELLO DE PEATÓN, LEVE, MARTES, 18, CANELONES, PANDO, 595315, 6157085 
8/6/2016,, BRIGADIER GENERAL MANUEL ORIBE, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, SÁBADO, 12, CANELONES, PANDO, 594785, 6157440 
9/27/2016,, NO SE INGRESO, COLISIÓN ENTRE VEHÍCULOS, GRAVE, MARTES, 7, CANELONES, COLONIA NICOLICH, 588005, 6147375 
7/30/2016,, CESAR MAYO GUTIERREZ, COLISIÓN CON OBSTÁCULO EN CALZADA, SIN LESIONADOS, SÁBADO, 12, CANELONES, SIN DATOS, 570680, 6154080 
12/24/2016,, GENERAL FLORES, CAÍDA, LEVE, SÁBADO, 20, FLORES, TRINIDAD, 510240, 6291555 
7/2/2016,, NO SE INGRESO, DESPISTE, SIN LESIONADOS, SÁBADO, 8, CANELONES, PARQUE DEL PLATA, 617930, 6153850 
9/3/2016,, SIENA, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, SÁBADO, 21, CANELONES, SHANGRILA, 591470, 6143715 
2/6/2016,, NO SE INGRESO, CAÍDA, LEVE, SÁBADO, 23, FLORES, SIN DATOS, 494175, 6243105 
5/21/2016,,  AVENIDA RACINE, COLISIÓN ENTRE VEHÍCULOS, LEVE, SÁBADO, 12, CANELONES, PARQUE CARRASCO, 590180, 6142205 
12/17/2016,, SAN JOSE, COLISIÓN ENTRE VEHÍCULOS, GRAVE, SÁBADO, 15, CANELONES, SAN RAMON, 596600, 6205155 
1/23/2016,, ITUZAINGO, COLISIÓN ENTRE VEHÍCULOS, LEVE, SÁBADO, 14, SAN JOSE, SAN JOSE DE MAYO, 526220, 6199840 
5/14/2016,, DIECIOCHO DE JULIO, COLISIÓN ENTRE VEHÍCULOS, LEVE, SÁBADO, 14, DURAZNO, DURAZNO, 543830, 6306935 
12/31/2016,, DOCTOR JULIAN BENGOA, COLISIÓN ENTRE VEHÍCULOS, LEVE, SÁBADO, 19, SAN JOSE, SAN JOSE DE MAYO, 526685, 6200425 
5/14/2016,, VEINTICINCO DE AGOSTO, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, SÁBADO, 6, FLORES, TRINIDAD, 509030, 6291515 
6/25/2016,, AGUAS DULCES Y RIACHO, ATROPELLO DE ANIMALES, GRAVE, SÁBADO, 21, CANELONES, NEPTUNIA, 603240, 6149725 
3/12/2016,, LOS CIPRESES esq. RUTA UNO VIEJA, COLISIÓN ENTRE VEHÍCULOS, FATAL, SÁBADO, 11, SAN JOSE, SAFICI (PARQUE POSTEL), 553595, 6154395 
8/6/2016,, MALECON Y ROTONDA DE LA PLAZOLETA DE DELTA, COLISIÓN ENTRE VEHÍCULOS, LEVE, SÁBADO, 22, SAN JOSE, DELTA DEL TIGRE Y VILLAS, 558460, 6152405 
12/7/2016,, NO SE INGRESO, COLISIÓN ENTRE VEHÍCULOS, LEVE, MIÉRCOLES, 16, DURAZNO, SIN DATOS, 545240, 6303240 
4/30/2016,, GENERAL JOSE G. ARTIGAS, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, SÁBADO, 10, SORIANO, MERCEDES, 404175, 6320295 
9/20/2016,, ZAPICAN, COLISIÓN ENTRE VEHÍCULOS, LEVE, MARTES, 15, COLONIA, JUAN LACAZE, 460140, 6189490 
12/10/2016,, CIUDAD DE MONTEVIDEO Y CIRCUNVALACIÓN, COLISIÓN ENTRE VEHÍCULOS, GRAVE, SÁBADO, 17, CANELONES, ATLANTIDA, 613695, 6151815 
2/27/2016,, CAMINO A POQUITOS, CAÍDA, GRAVE, SÁBADO, 21, CANELONES, SIN DATOS, 574250, 6157815 
11/5/2016,, AVENIDA ZENON BURGUEÑO Y CALLE APARICIO SARAVIA, ATROPELLO DE PEATÓN, LEVE, SÁBADO, 8, CANELONES, DR. FRANCISCO SOCA, 618955, 6161220 
12/20/2016,, GENERAL FLORES, COLISIÓN ENTRE VEHÍCULOS, LEVE, MARTES, 13, FLORES, TRINIDAD, 510240, 6291555 
12/3/2016,, AVENIDA GENERAL JOSE GERVASIO ARTIGAS, COLISIÓN ENTRE VEHÍCULOS, LEVE, SÁBADO, 1, CANELONES, SIN DATOS, 570780, 6156920 
5/24/2016,, DOCTOR LUIS BATLLE BERRES, CAÍDA, LEVE, MARTES, 21, CANELONES, SIN DATOS, 570710, 6156150 
11/12/2016,, GIANNATASSIO, COLISIÓN ENTRE VEHÍCULOS, LEVE, SÁBADO, 15, CANELONES, LOMAS DE SOLYMAR, 596890, 6147250 
12/17/2016,, RUTA 101 KM 24 500, ATROPELLO DE PEATÓN, GRAVE, SÁBADO, 21, CANELONES, SIN DATOS, 591150, 6148815 
11/26/2016,, , COLISIÓN ENTRE VEHÍCULOS, LEVE, SÁBADO, 22, COLONIA, SIN DATOS, 384885, 6239215 
9/10/2016,, DOCTOR EDUARDO IRASTORZA, COLISIÓN ENTRE VEHÍCULOS, GRAVE, SÁBADO, 8, COLONIA, CARMELO, 380480, 6237650 
7/16/2016,, HECTOR GUTIERREZ RUIZ, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, SÁBADO, 14, FLORIDA, FLORIDA, 573330, 6226400 
11/12/2016,, NO SE INGRESO, COLISIÓN ENTRE VEHÍCULOS, LEVE, SÁBADO, 0, SAN JOSE, SAN JOSE DE MAYO, 525805, 6201405 
7/9/2016,, GOLETA (CAMINO AL RÍO), ATROPELLO DE PEATÓN, GRAVE, SÁBADO, 15, SAN JOSE, DELTA DEL TIGRE Y VILLAS, 558335, 6153865 
7/9/2016,, APARICIO SARAVIA, CAÍDA, LEVE, SÁBADO, 15, DURAZNO, DURAZNO, 543765, 6307670 
10/29/2016,, SECCO GARCIA ESQ GIANNATTASIO, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, SÁBADO, 10, CANELONES, SOLYMAR, 593535, 6145125 
7/9/2016,, NO SE INGRESO, COLISIÓN ENTRE VEHÍCULOS, LEVE, SÁBADO, 16, CANELONES, NEPTUNIA, 602810, 6150645 
8/6/2016,, NO SE INGRESO, CAÍDA, LEVE, SÁBADO, 19, SAN JOSE, SIN DATOS, 523710, 6200530 
5/10/2016,, FRANCISCO MACIEL, CAÍDA, LEVE, MARTES, 11, DURAZNO, DURAZNO, 545025, 6305480 
4/16/2016,, VICENTE BARREIRO Y SIMÓN, CAÍDA, GRAVE, SÁBADO, 17, FLORIDA, CASUPA, 625085, 6226420 
10/15/2016,, AV GIANNATTASIO  Y  CALLE 76, CAÍDA, LEVE, SÁBADO, 7, CANELONES, SOLYMAR, 594015, 6145395 
2/13/2016,, ANSINA, COLISIÓN ENTRE VEHÍCULOS, LEVE, SÁBADO, 1, SAN JOSE, SAN JOSE DE MAYO, 526145, 6200660 
7/30/2016,, ANTONIO M. FERNANDEZ, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, SÁBADO, 19, FLORIDA, FLORIDA, 572715, 6226445 
11/5/2016,, NO SE INGRESO, CAÍDA, LEVE, SÁBADO, 22, SAN JOSE, LIBERTAD, 533450, 6167890 
6/28/2016,, AVENIDA DOCTOR LUIS ALBERTO DE HERRERA, DESPISTE, LEVE, MARTES, 12, SAN JOSE, SAN JOSE DE MAYO, 526950, 6199765 
7/16/2016,, COLOMBIA, ATROPELLO DE ANIMALES, LEVE, SÁBADO, 7, CANELONES, SANTA LUCIA, 556300, 6186850 
10/15/2016,,  AVENIDA CALCAGNO, CAÍDA, LEVE, SÁBADO, 14, CANELONES, PASO CARRASCO, 586795, 6142095 
8/6/2016,, RUTA 11 KM 65, COLISIÓN CON OBSTÁCULO EN CALZADA, LEVE, SÁBADO, 0, SAN JOSE, SIN DATOS, 540080, 6194880 
11/29/2016,, INES DURAN, COLISIÓN ENTRE VEHÍCULOS, LEVE, MARTES, 13, FLORES, TRINIDAD, 509250, 6291800 
3/19/2016,, JOSE SALVO, COLISIÓN CON OBSTÁCULO EN CALZADA, SIN LESIONADOS, SÁBADO, 11, COLONIA, JUAN LACAZE, 460025, 6189255 
10/29/2016,, MANUEL LEDESMA, COLISIÓN ENTRE VEHÍCULOS, LEVE, SÁBADO, 18, SORIANO, MERCEDES, 403365, 6319915 
1/9/2016,, E. MARTINEZ MONEGAL, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, SÁBADO, 12, CANELONES, CANELONES, 566475, 6179395 
12/24/2016,, GENERAL ARTIGAS, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, SÁBADO, 4, CANELONES, PANDO, 595280, 6157185 
9/20/2016,, NO SE INGRESO, DESPISTE, LEVE, MARTES, 14, COLONIA, SIN DATOS, 453820, 6196190 
12/10/2016,, AVENIDA TOMAS PENINO, CAÍDA, LEVE, SÁBADO, 6, SAN JOSE, DELTA DEL TIGRE Y VILLAS, 552465, 6154970 
1/9/2016,, ONCE DE JUNIO, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, SÁBADO, 12, COLONIA, COLONIA VALDENSE, 475400, 6199490 
11/2/2016,, NO SE INGRESO, DESPISTE, SIN LESIONADOS, MIÉRCOLES, 8, CANELONES, SIN DATOS, 627910, 6163680 
11/19/2016,, RIVERA, COLISIÓN ENTRE VEHÍCULOS, GRAVE, SÁBADO, 14, CANELONES, SANTA LUCIA, 555180, 6188060 
11/5/2016,, GENERAL JUAN ANTONIO LAVALLEJA, COLISIÓN ENTRE VEHÍCULOS, LEVE, SÁBADO, 23, DURAZNO, DURAZNO, 544390, 6307555 
12/8/2016,, RUTA 101 Y 102 , DESPISTE, FATAL, JUEVES, 16, CANELONES, COLONIA NICOLICH, 590665, 6146380 
2/13/2016,, SUIZA, COLISIÓN ENTRE VEHÍCULOS, GRAVE, SÁBADO, 20, SAN JOSE, SAN JOSE DE MAYO, 525490, 6200430 
7/19/2016,, DOCTOR POUEY, COLISIÓN ENTRE VEHÍCULOS, GRAVE, MARTES, 21, CANELONES, SIN DATOS, 571065, 6156145 
8/13/2016,, G. IMHOF, COLISIÓN ENTRE VEHÍCULOS, LEVE, SÁBADO, 18, COLONIA, NUEVA HELVECIA, 478185, 6205725 
9/3/2016,, INDEPENDENCIA, ATROPELLO DE PEATÓN, LEVE, SÁBADO, 11, FLORIDA, FLORIDA, 572500, 6226520 
12/3/2016,, NO SE INGRESO, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, SÁBADO, 15, CANELONES, CRUZ DE LOS CAMINOS, 595140, 6167030 
12/31/2016,, RUTA CINCO VIEJA, COLISIÓN ENTRE VEHÍCULOS, GRAVE, SÁBADO, 13, CANELONES, SIN DATOS, 571870, 6160350 
4/9/2016,, RUTA CUARENTA Y SEIS, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, SÁBADO, 15, CANELONES, SANTA LUCIA, 556315, 6186545 
11/19/2016,, NO SE INGRESO, COLISIÓN ENTRE VEHÍCULOS, GRAVE, SÁBADO, 8, SAN JOSE, PLAYA PASCUAL, 550515, 6155720 
10/15/2016,, CAMINO COSMOPOLITA esq. PEDRO BOUNOUS, COLISIÓN ENTRE VEHÍCULOS, FATAL, SÁBADO, 6, COLONIA, COLONIA COSMOPOLITA, 463060, 6195190 
3/26/2016,, JOSE PEDRO VARELA, COLISIÓN ENTRE VEHÍCULOS, LEVE, SÁBADO, 14, FLORES, TRINIDAD, 510240, 6291555 
11/5/2016,, AVENIDA GENERAL JOSE GERVASIO ARTIGAS, COLISIÓN ENTRE VEHÍCULOS, LEVE, SÁBADO, 20, SAN JOSE, ECILDA PAULLIER, 495285, 6197955 
12/13/2016,, NO SE INGRESO, COLISIÓN ENTRE VEHÍCULOS, LEVE, MARTES, 12, SAN JOSE, SAN JOSE DE MAYO, 525085, 6199205 
10/22/2016,, AEROSUR ESQ CALLE A , COLISIÓN ENTRE VEHÍCULOS, LEVE, SÁBADO, 20, CANELONES, SAN JOSE DE CARRASCO, 591565, 6144415 
12/24/2016,, ALCIDES DE MARIA, COLISIÓN ENTRE VEHÍCULOS, GRAVE, SÁBADO, 14, SAN JOSE, PLAYA PASCUAL, 550470, 6155000 
5/14/2016,, DOCTOR CARLOS PAGANINI, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, SÁBADO, 18, CANELONES, SANTA LUCIA, 555070, 6187115 
7/26/2016,, NO SE INGRESO, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, MARTES, 11, CANELONES, SIN DATOS, 592695, 6151535 
12/17/2016,,  LOS AROMOS, DESPISTE, LEVE, SÁBADO, 7, CANELONES, BARROS BLANCOS, 589650, 6151830 
5/7/2016,, FLORENCIO SANCHEZ, COLISIÓN ENTRE VEHÍCULOS, LEVE, SÁBADO, 20, FLORES, TRINIDAD, 509065, 6292225 
12/27/2016,, G. IMHOF, COLISIÓN ENTRE VEHÍCULOS, LEVE, MARTES, 15, COLONIA, NUEVA HELVECIA, 478350, 6205585 
4/2/2016,, GENERAL JOSE G. ARTIGAS, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, SÁBADO, 18, COLONIA, ROSARIO, 467460, 6203060 
4/12/2016,, AVENIDA DE LAS AMERICAS, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, MARTES, 17, CANELONES, PASO CARRASCO, 589220, 6143650 
10/25/2016,, GENERAL JUAN ANTONIO LAVALLEJA, COLISIÓN ENTRE VEHÍCULOS, LEVE, MARTES, 23, DURAZNO, DURAZNO, 543745, 6306355 
3/8/2016,, JOSE GOMEZ, CAÍDA, LEVE, MARTES, 6, DURAZNO, DURAZNO, 543055, 6304955 
4/16/2016,, CARLOS MARIA RAMIREZ, COLISIÓN ENTRE VEHÍCULOS, LEVE, SÁBADO, 19, FLORES, TRINIDAD, 509300, 6290700 
9/21/2016,, AVDA GIANNATTASIO Y AVDA CENTRAL, COLISIÓN ENTRE VEHÍCULOS, FATAL, MIÉRCOLES, 14, CANELONES, LOMAS DE SOLYMAR, 598015, 6148070 
6/18/2016,, F. GILOMEN, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, SÁBADO, 8, COLONIA, NUEVA HELVECIA, 478440, 6206380 
3/5/2016,, TORRES GARCIA, COLISIÓN ENTRE VEHÍCULOS, LEVE, SÁBADO, 12, CANELONES, SIN DATOS, 571970, 6157790 
1/6/2016,, SANTIAGO VAZQUEZ, COLISIÓN ENTRE VEHÍCULOS, LEVE, MIÉRCOLES, 0, DURAZNO, DURAZNO, 544625, 6306265 
1/26/2016,, NO SE INGRESO, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, MARTES, 9, CANELONES, SIN DATOS, 568415, 6155080 
3/8/2016,, , CAÍDA, LEVE, MARTES, 8, CANELONES, SIN DATOS, 593050, 6146825 
6/4/2016,, GONZALEZ MORENO, COLISIÓN ENTRE VEHÍCULOS, LEVE, SÁBADO, 16, COLONIA, COLONIA DEL SACRAMENTO, 424015, 6186360 
12/17/2016,, CAMINO CARRASCO, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, SÁBADO, 22, CANELONES, PASO CARRASCO, 587160, 6142350 
6/11/2016,, WILSON FERREIRA ALDUNATE, CAÍDA, LEVE, SÁBADO, 18, SORIANO, MERCEDES, 403630, 6320480 
12/17/2016,, PIEDRAS, COLISIÓN ENTRE VEHÍCULOS, LEVE, SÁBADO, 9, CANELONES, PANDO, 594820, 6157655 
8/2/2016,, GENERAL JOSE G. ARTIGAS, CAÍDA, LEVE, MARTES, 18, COLONIA, JUAN LACAZE, 459480, 6189710 
5/21/2016,,  AVENIDA PEREZ BUTLER, COLISIÓN ENTRE VEHÍCULOS, LEVE, SÁBADO, 1, CANELONES, EL PINAR, 598785, 6148520 
9/17/2016,, VICENTE GOROSTIAGA, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, SÁBADO, 16, CANELONES, PANDO, 594505, 6158545 
3/12/2016,, , COLISIÓN ENTRE VEHÍCULOS, GRAVE, SÁBADO, 18, FLORES, TRINIDAD, 509325, 6289455 
7/9/2016,, , COLISIÓN ENTRE VEHÍCULOS, LEVE, SÁBADO, 11, CANELONES, BARRA DE CARRASCO, 588835, 6141955 
12/24/2016,, JOSE BATLLE Y ORDOÑEZ, COLISIÓN ENTRE VEHÍCULOS, LEVE, SÁBADO, 18, DURAZNO, DURAZNO, 544000, 6306610 
4/30/2016,, CEIBAL, COLISIÓN CON OBSTÁCULO EN CALZADA, LEVE, SÁBADO, 17, CANELONES, SAN RAMON, 596095, 6204820 
10/8/2016,, GIANNATTASIO, COLISIÓN ENTRE VEHÍCULOS, LEVE, SÁBADO, 11, CANELONES, EL PINAR, 600025, 6149085 
5/28/2016,, NO SE INGRESO, DESPISTE, SIN LESIONADOS, SÁBADO, 11, FLORIDA, SIN DATOS, 553840, 6292795 
6/1/2016,, NO SE INGRESO, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, MIÉRCOLES, 23, CANELONES, CANELONES, 566810, 6176460 
12/3/2016,, RUTA 105 KMTS.56.700, DESPISTE, LEVE, SÁBADO, 7, SORIANO, SIN DATOS, 422530, 6291935 
11/26/2016,, LOS AROMOS Y RUTA 101, DESPISTE, LEVE, SÁBADO, 3, CANELONES, SIN DATOS, 590995, 6150270 
5/14/2016,, JOSE P. FERRER, DESPISTE, SIN LESIONADOS, SÁBADO, 16, FLORES, SIN DATOS, 510625, 6291740 
2/17/2016,, FRANCISCO MENESES, ATROPELLO DE PEATÓN, LEVE, MIÉRCOLES, 20, CANELONES, PANDO, 595565, 6157160 
6/18/2016,, AVENIDA DOCTOR LUIS ALBERTO DE HERRERA, COLISIÓN ENTRE VEHÍCULOS, LEVE, SÁBADO, 22, SAN JOSE, SAN JOSE DE MAYO, 526050, 6199565 
5/28/2016,, BLANDENGUES, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, SÁBADO, 8, CANELONES, SIN DATOS, 572070, 6157790 
8/6/2016,, CORONEL LORENZO LATORRE, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, SÁBADO, 20, COLONIA, COLONIA DEL SACRAMENTO, 422195, 6188325 
6/18/2016,, DE LA RIBERA, CAÍDA, SIN LESIONADOS, SÁBADO, 20, COLONIA, NUEVA PALMIRA, 369195, 6251550 
7/9/2016,, GIANNATTASIO Y AEROSUR, COLISIÓN ENTRE VEHÍCULOS, LEVE, SÁBADO, 0, CANELONES, LAGOMAR, 593245, 6144310 
9/24/2016,, NO SE INGRESO, DESPISTE, SIN LESIONADOS, SÁBADO, 11, SORIANO, SIN DATOS, 385160, 6287360 
12/24/2016,, TRINIDAD, CAÍDA, LEVE, SÁBADO, 17, CANELONES, EL PINAR, 597710, 6149900 
5/28/2016,, , DESPISTE, LEVE, SÁBADO, 21, FLORES, SIN DATOS, 525330, 6297680 
12/24/2016,, MAXIMO TAJES, COLISIÓN ENTRE VEHÍCULOS, LEVE, SÁBADO, 12, CANELONES, SANTA LUCIA, 556075, 6186925 
6/11/2016,, FLORENCIO SANCHEZ, COLISIÓN ENTRE VEHÍCULOS, GRAVE, SÁBADO, 7, FLORES, TRINIDAD, 509000, 6290715 
4/23/2016,, STEWART VARGAS, COLISIÓN ENTRE VEHÍCULOS, LEVE, SÁBADO, 22, CANELONES, SOLYMAR, 593785, 6145815 
8/20/2016,,  GOLETA, ATROPELLO DE ANIMALES, GRAVE, SÁBADO, 23, SAN JOSE, DELTA DEL TIGRE Y VILLAS, 557900, 6153330 
1/2/2016,, RUTA CIENTO UNO, CAÍDA, LEVE, SÁBADO, 13, CANELONES, SIN DATOS, 591360, 6149865 
1/23/2016,, RUTA N° 54, DESPISTE, LEVE, SÁBADO, 22, COLONIA, SIN DATOS, 438025, 6240190 
5/7/2016,, NO SE INGRESO, CAÍDA, LEVE, SÁBADO, 20, FLORES, SIN DATOS, 498555, 6300890 
11/12/2016,, NO SE INGRESO, DESPISTE, LEVE, SÁBADO, 10, DURAZNO, SIN DATOS, 668065, 6336285 
11/26/2016,, RUTA N° 11 KM. 66., DESPISTE, SIN LESIONADOS, SÁBADO, 16, SAN JOSE, SIN DATOS, 540115, 6194865 
9/10/2016,, NO SE INGRESO, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, SÁBADO, 19, CANELONES, COLONIA NICOLICH, 588875, 6146925 
9/3/2016,, RUTA 8 KM 28.100, CAÍDA, LEVE, SÁBADO, 18, CANELONES, BARROS BLANCOS, 593165, 6155345 
12/10/2016,, 25 DE AGOSTO, COLISIÓN ENTRE VEHÍCULOS, LEVE, SÁBADO, 0, CANELONES, COSTA AZUL, 623210, 6152370 
3/19/2016,, 19 ETRE 8 Y9, DESPISTE, LEVE, SÁBADO, 13, CANELONES, CUCHILLA ALTA, 637300, 6149565 
4/9/2016,, RUTA UNO KM 33, DESPISTE, LEVE, SÁBADO, 0, SAN JOSE, SIN DATOS, 549710, 6156795 
6/4/2016,, DOROTEO GARCIA LAGOS Y GIANNATTASIO, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, SÁBADO, 16, CANELONES, LOMAS DE SOLYMAR, 596205, 6146825 
8/23/2016,, NO SE INGRESO, DESPISTE, LEVE, MARTES, 21, CANELONES, SIN DATOS, 586765, 6172180 
2/27/2016,, CORONEL LORENZO LATORRE, CAÍDA, LEVE, SÁBADO, 16, COLONIA, COLONIA DEL SACRAMENTO, 421940, 6188580 
10/25/2016,, NO SE INGRESO, CAÍDA, GRAVE, MARTES, 15, CANELONES, SIN DATOS, 587090, 6165565 
1/2/2016,, CABECERA NORTE PUENTE SUMERGIBLE, CAÍDA, LEVE, SÁBADO, 16, DURAZNO, SANTA BERNARDINA, 544125, 6308875 
7/6/2016,, MANUEL SANCHEZ ECHEVERRIA, COLISIÓN ENTRE VEHÍCULOS, LEVE, MIÉRCOLES, 19, FLORES, TRINIDAD, 509495, 6290690 
3/19/2016,, AVENIDA LARRIERA, ATROPELLO DE ANIMALES, LEVE, SÁBADO, 22, SAN JOSE, SAN JOSE DE MAYO, 526585, 6201455 
2/20/2016,, ASAMBLEA, COLISIÓN ENTRE VEHÍCULOS, LEVE, SÁBADO, 10, SAN JOSE, SAN JOSE DE MAYO, 525715, 6199960 
10/15/2016,, AV ESPAÑA , ATROPELLO DE ANIMALES, LEVE, SÁBADO, 16, CANELONES, PANDO, 595685, 6156710 
2/6/2016,, DOCTOR ANTONIO LEGNANI, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, SÁBADO, 16, CANELONES, SANTA LUCIA, 556220, 6187225 
4/19/2016,, JOAQUIN SECCO ILLA, ATROPELLO DE PEATÓN, LEVE, MARTES, 18, CANELONES, PASO CARRASCO, 588525, 6142090 
3/2/2016,, DOCTOR BALTASAR BRUM, COLISIÓN ENTRE VEHÍCULOS, GRAVE, MIÉRCOLES, 0, CANELONES, SIN DATOS, 570885, 6156620 
