Fecha, Calle, Tipo de Siniestro, Gravedad, Dia Semana, Hora, Departamento, Localidad, X, Y 
2/5/2014, DIONISIO CORONEL, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, VIERNES, 21, MONTEVIDEO, MONTEVIDEO, 570265, 6141665 
5/12/2014, AVENIDA AGRACIADA, ATROPELLO DE PEATÓN, LEVE, VIERNES, 19, MONTEVIDEO, MONTEVIDEO, 571330, 6142575 
23/5/2014, AVENIDA DOCTOR JUAN CARLOS BLANCO, COLISIÓN ENTRE VEHÍCULOS, LEVE, VIERNES, 6, MONTEVIDEO, MONTEVIDEO, 573230, 6141495 
1/8/2014, RUTA CESAR MAYO GUTIERREZ, CAÍDA, LEVE, VIERNES, 18, MONTEVIDEO, SIN DATOS, 570835, 6151520 
7/3/2014, CAMINO MANUEL FORTET, CAÍDA, LEVE, VIERNES, 1, MONTEVIDEO, SIN DATOS, 572135, 6149465 
14/2/2014, DOCTOR MARIO CASSINONI, COLISIÓN ENTRE VEHÍCULOS, LEVE, VIERNES, 23, MONTEVIDEO, MONTEVIDEO, 576255, 6137410 
10/10/2014, MARTIN FIERRO, COLISIÓN ENTRE VEHÍCULOS, LEVE, VIERNES, 13, MONTEVIDEO, MONTEVIDEO, 576430, 6139775 
15/8/2014, LARRAVIDE, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, VIERNES, 23, MONTEVIDEO, MONTEVIDEO, 578590, 6140755 
8/8/2014, ANZANI, COLISIÓN ENTRE VEHÍCULOS, LEVE, VIERNES, 11, MONTEVIDEO, MONTEVIDEO, 578575, 6139205 
3/1/2014, CURUGUATY, CAÍDA, SIN LESIONADOS, VIERNES, 15, MONTEVIDEO, MONTEVIDEO, 573925, 6136375 
1/8/2014, AVENIDA OCHO DE OCTUBRE, COLISIÓN ENTRE VEHÍCULOS, LEVE, VIERNES, 20, MONTEVIDEO, MONTEVIDEO, 579155, 6141585 
6/6/2014, AVENIDA GENERAL RONDEAU, COLISIÓN ENTRE VEHÍCULOS, LEVE, VIERNES, 10, MONTEVIDEO, MONTEVIDEO, 573695, 6139315 
18/7/2014, AVENIDA RAMON ANADOR, COLISIÓN ENTRE VEHÍCULOS, LEVE, VIERNES, 9, MONTEVIDEO, MONTEVIDEO, 578665, 6138330 
1/8/2014, LARRAVIDE, COLISIÓN ENTRE VEHÍCULOS, LEVE, VIERNES, 20, MONTEVIDEO, MONTEVIDEO, 578180, 6141370 
10/10/2014, RUTA OCHO, COLISIÓN ENTRE VEHÍCULOS, LEVE, VIERNES, 5, MONTEVIDEO, MONTEVIDEO, 584065, 6148960 
15/8/2014, BOULEVARD JOSE BATLLE Y ORDOÑEZ, COLISIÓN ENTRE VEHÍCULOS, LEVE, VIERNES, 16, MONTEVIDEO, MONTEVIDEO, 577045, 6140805 
18/4/2014, CAMINO ALIANZA, COLISIÓN ENTRE VEHÍCULOS, LEVE, VIERNES, 14, MONTEVIDEO, MONTEVIDEO, 566930, 6142405 
2/5/2014, AVENIDA OCHO DE OCTUBRE, ATROPELLO DE PEATÓN, GRAVE, VIERNES, 17, MONTEVIDEO, MONTEVIDEO, 578905, 6140720 
7/3/2014, LA PAZ, ATROPELLO DE PEATÓN, LEVE, VIERNES, 13, MONTEVIDEO, MONTEVIDEO, 575480, 6138360 
30/5/2014, INGENIERO JOSE SERRATO, COLISIÓN ENTRE VEHÍCULOS, LEVE, VIERNES, 18, MONTEVIDEO, MONTEVIDEO, 577545, 6141960 
13/6/2014, AZARA, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, VIERNES, 15, MONTEVIDEO, MONTEVIDEO, 579490, 6140310 
15/8/2014, RAMBLA DOCTOR BALTASAR BRUM, COLISIÓN ENTRE VEHÍCULOS, LEVE, VIERNES, 19, MONTEVIDEO, MONTEVIDEO, 573050, 6139760 
17/1/2014, CAMINO CIBILS, COLISIÓN ENTRE VEHÍCULOS, LEVE, VIERNES, 18, MONTEVIDEO, MONTEVIDEO, 566575, 6143440 
29/8/2014, SANTA LUCIA, COLISIÓN ENTRE VEHÍCULOS, LEVE, VIERNES, 16, MONTEVIDEO, MONTEVIDEO, 568465, 6144745 
5/2/2014, ETIOPIA, COLISIÓN ENTRE VEHÍCULOS, LEVE, MIÉRCOLES, 20, MONTEVIDEO, MONTEVIDEO, 566120, 6139070 
19/12/2014, BULGARIA, COLISIÓN ENTRE VEHÍCULOS, LEVE, VIERNES, 21, MONTEVIDEO, MONTEVIDEO, 567290, 6139470 
16/5/2014, BOULEVARD JOSE BATLLE Y ORDOÑEZ, CAÍDA, LEVE, VIERNES, 10, MONTEVIDEO, MONTEVIDEO, 576410, 6141380 
28/2/2014, AVENIDA DOCTOR LUIS ALBERTO DE HERRERA, COLISIÓN CON OBSTÁCULO EN CALZADA, SIN LESIONADOS, VIERNES, 17, MONTEVIDEO, MONTEVIDEO, 574750, 6141870 
21/11/2014, SANCHO PANZA, COLISIÓN ENTRE VEHÍCULOS, LEVE, VIERNES, 17, MONTEVIDEO, MONTEVIDEO, 576425, 6141125 
28/11/2014, GRECIA, COLISIÓN CON OBSTÁCULO EN CALZADA, LEVE, VIERNES, 10, MONTEVIDEO, MONTEVIDEO, 568560, 6139770 
6/6/2014, COMERCIO, ATROPELLO DE PEATÓN, LEVE, VIERNES, 15, MONTEVIDEO, MONTEVIDEO, 578565, 6140105 
11/4/2014, RUTA CINCO, COLISIÓN ENTRE VEHÍCULOS, LEVE, VIERNES, 19, MONTEVIDEO, SIN DATOS, 566330, 6150985 
7/11/2014, ANGEL SALVO, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, VIERNES, 10, MONTEVIDEO, MONTEVIDEO, 571560, 6141830 
28/2/2014, DOCTOR JUAN JOSE DE AMEZAGA, COLISIÓN ENTRE VEHÍCULOS, LEVE, VIERNES, 23, MONTEVIDEO, MONTEVIDEO, 574875, 6139140 
4/7/2014, JUAN ACOSTA, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, VIERNES, 13, MONTEVIDEO, MONTEVIDEO, 576520, 6144600 
6/6/2014, AVENIDA GENERAL FLORES, ATROPELLO DE PEATÓN, LEVE, VIERNES, 6, MONTEVIDEO, MONTEVIDEO, 574980, 6140360 
4/4/2014, RAMBLA DOCTOR BALTASAR BRUM, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, VIERNES, 16, MONTEVIDEO, MONTEVIDEO, 571180, 6140775 
26/12/2014, AVENIDA GENERAL FLORES, CAÍDA, LEVE, VIERNES, 12, MONTEVIDEO, MONTEVIDEO, 575920, 6141780 
25/7/2014, AVENIDA LEZICA, COLISIÓN ENTRE VEHÍCULOS, LEVE, VIERNES, 11, MONTEVIDEO, MONTEVIDEO, 568855, 6149210 
21/3/2014, ANGEL ZANELLI, DESPISTE, GRAVE, VIERNES, 13, MONTEVIDEO, MONTEVIDEO, 583935, 6149320 
3/7/2014, AVENIDA GENERAL RIVERA, ATROPELLO DE PEATÓN, LEVE, JUEVES, 16, MONTEVIDEO, MONTEVIDEO, 576515, 6137435 
12/12/2014, CAMINO ANTARES, ATROPELLO DE PEATÓN, GRAVE, VIERNES, 19, MONTEVIDEO, MONTEVIDEO, 579415, 6150065 
24/10/2014, RUTA OCHO, CAÍDA, GRAVE, VIERNES, 23, MONTEVIDEO, MONTEVIDEO, 586130, 6150930 
7/11/2014, AVENIDA DE LAS LEYES, CAÍDA, LEVE, VIERNES, 17, MONTEVIDEO, MONTEVIDEO, 574275, 6138840 
