Fecha, Calle, Tipo de Siniestro, Gravedad, Dia Semana, Hora, Departamento, Localidad, X, Y 
8/4/2013, VEINTIUNO DE SETIEMBRE, ATROPELLO DE PEATÓN, LEVE, LUNES, 14, MONTEVIDEO, MONTEVIDEO, 576225, 6136480 
12/8/2013, RINCON, COLISIÓN ENTRE VEHÍCULOS, LEVE, LUNES, 15, MONTEVIDEO, MONTEVIDEO, 573085, 6137205 
27/5/2013, AVENIDA DON PEDRO DE MENDOZA, COLISIÓN ENTRE VEHÍCULOS, LEVE, LUNES, 5, MONTEVIDEO, MONTEVIDEO, 577325, 6145465 
24/6/2013, DOCTOR JUAN PAULLIER, COLISIÓN ENTRE VEHÍCULOS, GRAVE, LUNES, 18, MONTEVIDEO, MONTEVIDEO, 576020, 6137390 
15/7/2013, HOLANDA, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, LUNES, 8, MONTEVIDEO, MONTEVIDEO, 567245, 6139265 
10/6/2013, YUGOESLAVIA, COLISIÓN ENTRE VEHÍCULOS, LEVE, LUNES, 17, MONTEVIDEO, MONTEVIDEO, 569475, 6144490 
15/10/2013, AVENIDA MILLAN, COLISIÓN ENTRE VEHÍCULOS, LEVE, MARTES, 19, MONTEVIDEO, MONTEVIDEO, 573400, 6142810 
9/7/2013, AVENIDA DOCTOR CARLOS MARIA RAMIREZ, ATROPELLO DE PEATÓN, LEVE, MARTES, 6, MONTEVIDEO, MONTEVIDEO, 568425, 6140660 
21/1/2013, PIRATAS, COLISIÓN ENTRE VEHÍCULOS, LEVE, LUNES, 22, MONTEVIDEO, MONTEVIDEO, 569700, 6143125 
26/8/2013, GERONIMO PICCIOLI, COLISIÓN ENTRE VEHÍCULOS, LEVE, LUNES, 17, MONTEVIDEO, MONTEVIDEO, 578055, 6143220 
8/1/2013, GUTENBERG, COLISIÓN ENTRE VEHÍCULOS, LEVE, MARTES, 21, MONTEVIDEO, MONTEVIDEO, 569195, 6149145 
23/12/2013, BOULEVARD JOSE BATLLE Y ORDOÑEZ, COLISIÓN ENTRE VEHÍCULOS, GRAVE, LUNES, 17, MONTEVIDEO, MONTEVIDEO, 573785, 6144000 
19/8/2013, MILAN, COLISIÓN ENTRE VEHÍCULOS, LEVE, LUNES, 14, MONTEVIDEO, MONTEVIDEO, 580210, 6144985 
7/1/2013, AVENIDA MILLAN, COLISIÓN ENTRE VEHÍCULOS, LEVE, LUNES, 14, MONTEVIDEO, MONTEVIDEO, 573370, 6143045 
8/4/2013, JOSE ELLAURI, ATROPELLO DE PEATÓN, LEVE, LUNES, 10, MONTEVIDEO, MONTEVIDEO, 577330, 6136255 
28/1/2013, AVENIDA OCHO DE OCTUBRE, COLISIÓN ENTRE VEHÍCULOS, LEVE, LUNES, 13, MONTEVIDEO, MONTEVIDEO, 578055, 6140140 
30/12/2013, GENERAL FRENCH, COLISIÓN ENTRE VEHÍCULOS, LEVE, LUNES, 10, MONTEVIDEO, MONTEVIDEO, 587060, 6140070 
2/9/2013, JUAN JACOBO ROUSSEAU, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, LUNES, 2, MONTEVIDEO, MONTEVIDEO, 578510, 6140700 
15/4/2013, BOULEVARD GENERAL ARTIGAS, COLISIÓN ENTRE VEHÍCULOS, LEVE, LUNES, 12, MONTEVIDEO, MONTEVIDEO, 576210, 6139275 
1/7/2013, CAMINO CORRALES, COLISIÓN ENTRE VEHÍCULOS, LEVE, LUNES, 18, MONTEVIDEO, MONTEVIDEO, 578245, 6142535 
30/9/2013, MONTE CASEROS, ATROPELLO DE PEATÓN, GRAVE, LUNES, 18, MONTEVIDEO, MONTEVIDEO, 576385, 6139275 
22/7/2013, CAMINO CARRASCO, COLISIÓN ENTRE VEHÍCULOS, LEVE, LUNES, 8, MONTEVIDEO, MONTEVIDEO, 585225, 6141040 
