Fecha, Calle, Tipo de Siniestro, Gravedad, Dia Semana, Hora, Departamento, Localidad, X, Y 
1/12/2013, , COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, DOMINGO, 18, SAN JOSE, SIN DATOS, 521435, 6212525 
9/6/2013, RUTA 43 KM.38, DESPISTE, SIN LESIONADOS, DOMINGO, 15, DURAZNO, SIN DATOS, 625155, 6364875 
1/12/2013, TOMAS BERRETA, COLISIÓN ENTRE VEHÍCULOS, GRAVE, DOMINGO, 19, CANELONES, COLONIA NICOLICH, 587375, 6147300 
11/8/2013, FRANKLIN DELANO ROOSEVELT, COLISIÓN ENTRE VEHÍCULOS, LEVE, DOMINGO, 9, SORIANO, MERCEDES, 403520, 6320455 
12/5/2013, SANTIAGO VAZQUEZ, CAÍDA, LEVE, DOMINGO, 18, SORIANO, MERCEDES, 404405, 6319170 
7/4/2013, DOCTOR POUEY, COLISIÓN ENTRE VEHÍCULOS, LEVE, DOMINGO, 1, CANELONES, SIN DATOS, 571055, 6155235 
27/1/2013, URUGUAY, ATROPELLO DE PEATÓN, LEVE, DOMINGO, 4, COLONIA, NUEVA PALMIRA, 369200, 6251970 
4/7/2013, , COLISIÓN ENTRE VEHÍCULOS, LEVE, JUEVES, 17, SAN JOSE, LIBERTAD, 534905, 6167410 
3/3/2013, AVENIDA CENTRAL, ATROPELLO DE PEATÓN, LEVE, DOMINGO, 11, CANELONES, PARQUE DEL PLATA, 618585, 6152575 
27/1/2013, NO SE INGRESO, COLISIÓN ENTRE VEHÍCULOS, LEVE, DOMINGO, 20, CANELONES, FORTIN DE SANTA ROSA, 609715, 6152030 
26/5/2013, RUTA INTERBALNEARIA, CAÍDA, LEVE, DOMINGO, 21, CANELONES, COLONIA NICOLICH, 590560, 6145320 
11/8/2013, DIECISIETE METROS, COLISIÓN ENTRE VEHÍCULOS, LEVE, DOMINGO, 13, CANELONES, SIN DATOS, 571785, 6155295 
19/5/2013, AVENIDA PEREZ BUTLER, ATROPELLO DE ANIMALES, LEVE, DOMINGO, 13, CANELONES, EL PINAR, 597145, 6148930 
24/2/2013, VEINTICINCO DE MAYO, COLISIÓN ENTRE VEHÍCULOS, LEVE, DOMINGO, 0, SAN JOSE, SAN JOSE DE MAYO, 526340, 6200350 
17/1/2013, , DESPISTE, LEVE, JUEVES, 12, DURAZNO, SIN DATOS, 669110, 6337435 
7/7/2013, CALLE 9. ZONA VIVIENDAS MEVIR, COLISIÓN ENTRE VEHÍCULOS, LEVE, DOMINGO, 12, DURAZNO, CENTENARIO, 546730, 6367225 
17/11/2013, CAMINO ANDALUZ KM 5 , CAÍDA, LEVE, DOMINGO, 13, CANELONES, FRACC. CNO. ANDALUZ Y R.84, 586420, 6155190 
29/9/2013, GENERAL RIVERA, COLISIÓN ENTRE VEHÍCULOS, GRAVE, DOMINGO, 1, SORIANO, MERCEDES, 403320, 6320315 
4/8/2013, NO SE INGRESO, COLISIÓN ENTRE VEHÍCULOS, LEVE, DOMINGO, 13, CANELONES, TOTORAL DEL SAUCE, 591545, 6163335 
28/3/2013, CAMINO AL PASO ESCOBAR, CAÍDA, LEVE, JUEVES, 23, CANELONES, SOLYMAR, 594470, 6147040 
22/12/2013, CORALIO LACOSTA, COLISIÓN ENTRE VEHÍCULOS, LEVE, DOMINGO, 0, FLORIDA, FLORIDA, 572990, 6226885 
28/11/2013, NO SE INGRESO, DESPISTE, LEVE, JUEVES, 11, SAN JOSE, SIN DATOS, 490825, 6240135 
1/12/2013, RUTA 21 km. 259, COLISIÓN ENTRE VEHÍCULOS, FATAL, DOMINGO, 21, COLONIA, NUEVA PALMIRA, 370155, 6251905 
20/10/2013, NO SE INGRESO, COLISIÓN ENTRE VEHÍCULOS, LEVE, DOMINGO, 19, FLORIDA, SIN DATOS, 574640, 6224340 
22/12/2013, RUTA CESAR MAYO GUTIERREZ, DESPISTE, LEVE, DOMINGO, 10, CANELONES, PROGRESO, 570810, 6164345 
14/1/2013, , COLISIÓN ENTRE VEHÍCULOS, LEVE, DOMINGO, 23, CANELONES, SIN DATOS, 606305, 6155375 
26/5/2013, , DESPISTE, LEVE, DOMINGO, 5, SAN JOSE, SIN DATOS, 521880, 6180595 
31/3/2013, CHARRUA, COLISIÓN ENTRE VEHÍCULOS, LEVE, DOMINGO, 18, SAN JOSE, SAN JOSE DE MAYO, 526735, 6201700 
9/6/2013, INES DURAN, COLISIÓN ENTRE VEHÍCULOS, GRAVE, DOMINGO, 20, FLORES, TRINIDAD, 508460, 6291835 
17/1/2013, , COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, JUEVES, 18, COLONIA, JUAN LACAZE, 459735, 6189455 
14/4/2013, SOL, COLISIÓN ENTRE VEHÍCULOS, LEVE, DOMINGO, 17, CANELONES, PASO CARRASCO, 587120, 6142495 
16/6/2013, LA BALSA, CAÍDA, LEVE, DOMINGO, 19, SAN JOSE, SIN DATOS, 558940, 6150760 
21/7/2013, , COLISIÓN ENTRE VEHÍCULOS, LEVE, DOMINGO, 20, COLONIA, COLONIA DEL SACRAMENTO, 423565, 6186925 
30/6/2013, JOSE GOMEZ, CAÍDA, LEVE, DOMINGO, 21, DURAZNO, DURAZNO, 543270, 6305190 
28/7/2013, SIMON DEL PINO, COLISIÓN ENTRE VEHÍCULOS, GRAVE, DOMINGO, 2, SORIANO, MERCEDES, 405945, 6320525 
19/9/2013, , COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, JUEVES, 19, FLORIDA, SIN DATOS, 574495, 6227045 
14/4/2013, NO SE INGRESO, ATROPELLO DE ANIMALES, SIN LESIONADOS, DOMINGO, 19, FLORIDA, SIN DATOS, 563320, 6208640 
20/1/2013, NO SE INGRESO, DESPISTE, SIN LESIONADOS, DOMINGO, 12, COLONIA, SIN DATOS, 469015, 6205500 
21/4/2013, INDEPENDENCIA, CAÍDA, LEVE, DOMINGO, 4, FLORIDA, FLORIDA, 572290, 6226735 
16/6/2013, NO SE INGRESO, ATROPELLO DE ANIMALES, LEVE, DOMINGO, 18, CANELONES, SIN DATOS, 614540, 6152365 
8/12/2013, PEREZ CASTELLANOS, CAÍDA, SIN LESIONADOS, DOMINGO, 21, CANELONES, JOAQUIN SUAREZ, 588390, 6156200 
1/12/2013, , CAÍDA, SIN LESIONADOS, DOMINGO, 15, COLONIA, SIN DATOS, 433740, 6191670 
14/11/2013, , ATROPELLO DE PEATÓN, LEVE, JUEVES, 13, CANELONES, SAN RAMON, 595920, 6204650 
10/11/2013, ESTACION Y ORDOÑEZ, COLISIÓN ENTRE VEHÍCULOS, GRAVE, DOMINGO, 21, CANELONES, SIN DATOS, 583205, 6155200 
5/5/2013, ANSINA, CAÍDA, LEVE, DOMINGO, 19, SAN JOSE, SAN JOSE DE MAYO, 526770, 6200805 
17/11/2013, ANTOLIN URIOSTE, COLISIÓN CON OBSTÁCULO EN CALZADA, SIN LESIONADOS, DOMINGO, 16, FLORIDA, FLORIDA, 571730, 6228290 
31/3/2013, NO SE INGRESO, CAÍDA, LEVE, DOMINGO, 2, CANELONES, SIN DATOS, 593680, 6165385 
21/3/2013, ANSINA, CAÍDA, LEVE, JUEVES, 22, SAN JOSE, SAN JOSE DE MAYO, 526720, 6200795 
15/12/2013, FLORENCIO SANCHEZ, COLISIÓN CON OBSTÁCULO EN CALZADA, LEVE, DOMINGO, 13, SORIANO, MERCEDES, 403330, 6320220 
7/4/2013, , ATROPELLO DE PEATÓN, GRAVE, DOMINGO, 22, SAN JOSE, SIN DATOS, 532715, 6168845 
24/11/2013, AVENIDA INGENIERO LUIS GIANNATTASIO esq. AV. A LA PLAYA, COLISIÓN CON OBSTÁCULO EN CALZADA, FATAL, DOMINGO, 5, CANELONES, PARQUE CARRASCO, 589615, 6141470 
22/9/2013, ITUZAINGO, COLISIÓN ENTRE VEHÍCULOS, LEVE, DOMINGO, 8, SORIANO, MERCEDES, 404285, 6318495 
26/5/2013, RUTA 14 esq. CNO. ROSSI, COLISIÓN ENTRE VEHÍCULOS, FATAL, DOMINGO, 19, DURAZNO, DURAZNO, 542580, 6305470 
12/5/2013, , CAÍDA, LEVE, DOMINGO, 21, CANELONES, JOAQUIN SUAREZ, 587810, 6155785 
20/10/2013, , COLISIÓN CON OBSTÁCULO EN CALZADA, LEVE, DOMINGO, 14, COLONIA, SIN DATOS, 440900, 6209800 
3/3/2013, NO SE INGRESO, CAÍDA, LEVE, DOMINGO, 9, COLONIA, SIN DATOS, 466500, 6231590 
6/1/2013, , CAÍDA, LEVE, DOMINGO, 17, SAN JOSE, SIN DATOS, 490585, 6193865 
9/6/2013, , CAÍDA, GRAVE, DOMINGO, 15, SORIANO, SIN DATOS, 404695, 6317075 
20/10/2013, RUTA 5 KM 188, ATROPELLO DE ANIMALES, SIN LESIONADOS, DOMINGO, 1, DURAZNO, SANTA BERNARDINA, 545395, 6309055 
8/9/2013, NO SE INGRESO, CAÍDA, LEVE, DOMINGO, 0, SAN JOSE, SIN DATOS, 520355, 6178215 
21/7/2013, SANTIAGO GADEA, COLISIÓN ENTRE VEHÍCULOS, LEVE, DOMINGO, 18, SORIANO, DOLORES, 386940, 6290035 
19/5/2013, , CAÍDA, GRAVE, DOMINGO, 17, CANELONES, SANTA ROSA, 588350, 6181600 
16/6/2013, , COLISIÓN CON OBSTÁCULO EN CALZADA, SIN LESIONADOS, DOMINGO, 7, COLONIA, COLONIA VALDENSE, 475345, 6200260 
28/7/2013, MARIA STAGNERO DE MUNAR, COLISIÓN ENTRE VEHÍCULOS, LEVE, DOMINGO, 0, CANELONES, CANELONES, 565465, 6179860 
3/2/2013, , CAÍDA, LEVE, DOMINGO, 5, SAN JOSE, SIN DATOS, 529770, 6173375 
17/3/2013, DOCTOR LUIS BATLLE BERRES, COLISIÓN ENTRE VEHÍCULOS, GRAVE, DOMINGO, 20, CANELONES, SIN DATOS, 570710, 6156150 
1/12/2013, , DESPISTE, SIN LESIONADOS, DOMINGO, 12, FLORES, SIN DATOS, 522710, 6268695 
2/6/2013, NO SE INGRESO, DESPISTE, SIN LESIONADOS, DOMINGO, 15, COLONIA, SIN DATOS, 433355, 6230295 
7/4/2013, , CAÍDA, GRAVE, DOMINGO, 14, FLORIDA, 25 DE MAYO, 560375, 6215125 
31/3/2013, , COLISIÓN ENTRE VEHÍCULOS, GRAVE, DOMINGO, 8, FLORES, SIN DATOS, 522220, 6251875 
27/6/2013, GENERAL JOSE G. ARTIGAS, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, JUEVES, 10, COLONIA, NUEVA PALMIRA, 369350, 6251395 
21/4/2013, RUTA 5 esq. RUTA 81, COLISIÓN ENTRE VEHÍCULOS, FATAL, DOMINGO, 20, CANELONES, PASO DE PACHE, 565835, 6189995 
14/4/2013, NO SE INGRESO, ATROPELLO DE ANIMALES, SIN LESIONADOS, DOMINGO, 20, COLONIA, SIN DATOS, 474075, 6200770 
6/1/2013, RUTA 7 km. 145, DESPISTE, FATAL, DOMINGO, 18, FLORIDA, SIN DATOS, 636645, 6253055 
21/4/2013, NO SE INGRESO, DESPISTE, GRAVE, DOMINGO, 8, SAN JOSE, SIN DATOS, 522930, 6176245 
19/5/2013, FRANCISCO FONDAR, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, DOMINGO, 21, FLORES, TRINIDAD, 509530, 6291400 
10/2/2013, NO SE INGRESO, CAÍDA, LEVE, DOMINGO, 21, DURAZNO, SIN DATOS, 549300, 6355795 
17/3/2013, , DESPISTE, SIN LESIONADOS, DOMINGO, 5, FLORIDA, SIN DATOS, 556145, 6206075 
22/12/2013, RUTA CIENTODOS, COLISIÓN ENTRE VEHÍCULOS, LEVE, DOMINGO, 12, CANELONES, COLONIA NICOLICH, 589110, 6146890 
13/10/2013, , CAÍDA, GRAVE, DOMINGO, 19, CANELONES, SIN DATOS, 584640, 6200765 
10/3/2013, NO SE INGRESO, DESPISTE, LEVE, DOMINGO, 19, DURAZNO, SIN DATOS, 525890, 6359130 
29/12/2013, JUAN ZORRILLA DE SAN MARTIN, ATROPELLO DE ANIMALES, LEVE, DOMINGO, 0, CANELONES, SIN DATOS, 570170, 6153220 
1/12/2013, CARLOS LARRIERA, CAÍDA, LEVE, DOMINGO, 19, SAN JOSE, SAN JOSE DE MAYO, 527180, 6199820 
21/11/2013, JOAQUIN SUAREZ, COLISIÓN ENTRE VEHÍCULOS, LEVE, JUEVES, 17, CANELONES, SANTA LUCIA, 556030, 6187340 
17/10/2013, NO SE INGRESO, ATROPELLO DE ANIMALES, SIN LESIONADOS, JUEVES, 22, FLORIDA, SIN DATOS, 559945, 6281195 
7/3/2013, BALTASAR BRUM, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, JUEVES, 15, FLORIDA, FLORIDA, 572780, 6226810 
24/11/2013, , COLISIÓN CON OBSTÁCULO EN CALZADA, LEVE, DOMINGO, 9, CANELONES, SIN DATOS, 618835, 6159880 
22/12/2013, , COLISIÓN ENTRE VEHÍCULOS, GRAVE, DOMINGO, 17, SAN JOSE, SAFICI (PARQUE POSTEL), 553385, 6154880 
25/8/2013, LAVALLEJA, COLISIÓN ENTRE VEHÍCULOS, LEVE, DOMINGO, 13, CANELONES, COSTA AZUL, 622950, 6151610 
29/12/2013, , CAÍDA, GRAVE, DOMINGO, 9, CANELONES, SIN DATOS, 602365, 6203115 
9/6/2013, CERRITO, COLISIÓN ENTRE VEHÍCULOS, LEVE, DOMINGO, 22, CANELONES, SIN DATOS, 571645, 6159000 
6/1/2013, NO SE INGRESO, CAÍDA, LEVE, DOMINGO, 6, CANELONES, SIN DATOS, 602210, 6175395 
24/3/2013, NO SE INGRESO, DESPISTE, SIN LESIONADOS, DOMINGO, 6, CANELONES, SIN DATOS, 612805, 6155435 
